datetime,Classic_occ,AI_occ,Classic_price,AI_price,traffic_score,base_entries,actual_entries,lost_entries_step
2022-06-26 10:35:00,180.0,120.76824304413556,1.6640345725307304,1.75,3.120099845004632,0.5,0.3886132147724602,0.11138678522753981
2022-06-26 10:40:00,180.0,114.38972069027474,1.6127910856844179,1.75,3.9810078213724065,0.5,0.3647626536554772,0.13523734634452278
2022-06-26 10:45:00,166.50914360981693,95.7144292783618,1.6127910856844179,1.75,4.335918324955503,0.5,0.3024786881264811,0.1975213118735189
2022-06-26 10:50:00,162.3611791803482,94.42034391169071,1.6127910856844179,1.75,5.814794294824436,0.5,0.295741152927767,0.20425884707223302
2022-06-26 10:55:00,180.0,90.4474864134985,1.6127910856844179,1.75,5.78044177082057,0.5,0.2808055613466153,0.21919443865338473
2022-06-26 11:00:00,175.07013875597278,118.79704146425075,1.6051670086441845,1.75,6.190873788677642,1.5,1.0968132906930899,0.40318670930691014
2022-06-26 11:05:00,180.0,92.23394313705643,1.6051670086441845,1.75,5.076191868864513,1.5,0.8571458123484672,0.6428541876515328
2022-06-26 11:10:00,180.0,160.92777689551514,1.6051670086441845,1.75,5.275674401773175,1.5,1.5053949294227813,-0.005394929422781303
2022-06-26 11:15:00,180.0,180.0,1.6051670086441845,1.75,4.397184673612903,1.5,2.6771468610205913,-1.1771468610205913
2022-06-26 11:20:00,180.0,180.0,1.637720695440003,1.75,4.213929136049482,1.5,2.3165599358853193,-0.8165599358853193
2022-06-26 11:25:00,180.0,180.0,1.637720695440003,1.75,3.8496233910584206,1.5,2.150245214700612,-0.6502452147006119
2022-06-26 11:30:00,180.0,180.0,1.637720695440003,1.75,5.09056591145614,1.5,1.7487130851740078,-0.2487130851740078
2022-06-26 11:35:00,180.0,121.31683669532165,1.637720695440003,1.75,5.0165709271740155,1.5,1.1735636383752532,0.32643636162474676
2022-06-26 11:40:00,180.0,111.51099728378762,1.71579024252261,1.75,4.405816683016614,1.5,1.0861155953090802,0.4138844046909198
2022-06-26 11:45:00,147.52200092677572,174.84383750837668,1.71579024252261,1.75,3.906608114180991,1.5,1.7147545012625787,-0.21475450126257867
2022-06-26 11:50:00,163.17928814188326,180.0,1.71579024252261,1.75,4.469262699288798,1.5,1.85193589721935,-0.35193589721935004
2022-06-26 11:55:00,115.19998539721904,180.0,1.71579024252261,1.75,4.663028367566657,1.5,1.9308344304545946,-0.4308344304545946
2022-06-26 12:00:00,103.63282472492513,131.75741282015736,1.8045434213536709,1.75,3.0951829780352815,2.25,1.9793544161703807,0.27064558382961934
2022-06-26 12:05:00,87.95788602955308,106.70612800566253,1.8045434213536709,1.75,3.480672144778535,2.25,1.6135538892994972,0.6364461107005028
2022-06-26 12:10:00,92.70962319186503,98.77303670927468,1.8045434213536709,1.75,4.32317584644159,2.25,1.5034773680090292,0.7465226319909708
2022-06-26 12:15:00,108.01078703337807,99.64614959398311,1.8045434213536709,1.75,4.36544399827452,2.25,1.5268712012548884,0.7231287987451116
2022-06-26 12:20:00,121.76681239906983,103.72107691593013,1.8938807444761143,1.75,4.270115527481605,2.25,1.5999689843529152,0.6500310156470848
2022-06-26 12:25:00,87.62623751388385,110.36793055765797,1.8938807444761143,1.75,2.3916902444763233,2.25,1.7139953586239973,0.5360046413760027
2022-06-26 12:30:00,99.00662140618927,115.83392391493183,1.8938807444761143,1.75,2.546793863434,2.25,1.8111086371334892,0.43889136286651076
2022-06-26 12:35:00,104.07165799976285,127.04392341218744,1.8938807444761143,1.75,3.0940782232694826,2.25,1.9999755541790654,0.25002444582093464
2022-06-26 12:40:00,77.5814045351383,112.02168137377072,1.9550964594503217,1.75,2.023170447879197,2.25,1.775641451033906,0.474358548966094
2022-06-26 12:45:00,56.28038470223389,110.99196777221951,1.9550964594503217,1.75,1.181264369922073,2.25,1.771526932770023,0.47847306722997707
2022-06-26 12:50:00,47.656507662268005,124.40282282521771,1.9550964594503217,1.75,1.5359393845636253,2.25,1.9994491952055908,0.25055080479440917
2022-06-26 12:55:00,53.333237783097914,137.2668172787412,1.9550964594503217,1.75,2.2872683168143086,2.25,2.2217277293941584,0.028272270605841587
2022-06-26 13:00:00,69.38168017889609,100.57716470700984,1.9693985587886396,1.75,2.502848480590058,1.5,1.0929493504680794,0.4070506495319206
2022-06-26 13:05:00,55.14982354062833,111.93566206333149,1.9693985587886396,1.75,3.269168867593674,1.5,1.2400950071416912,0.2599049928583088
2022-06-26 13:10:00,53.801572522503456,180.0,1.9693985587886396,1.75,2.6757240436375955,1.5,2.101141461060448,-0.6011414610604482
2022-06-26 13:15:00,58.02894061605814,119.41188647420037,1.9693985587886396,1.75,2.4946187781064326,1.5,1.376599814225543,0.1234001857744571
2022-06-26 13:20:00,74.14549728022445,118.65581130621958,1.9385261916884604,1.75,2.617294594300721,1.5,1.3962097167618805,0.10379028323811945
2022-06-26 13:25:00,58.41737545684517,144.94685851272766,1.9385261916884604,1.75,3.0366933835933034,1.5,1.7416393143126023,-0.24163931431260233
2022-06-26 13:30:00,61.77473880829545,180.0,1.9385261916884604,1.75,2.7888966280485743,1.5,2.2572466933662776,-0.7572466933662776
2022-06-26 13:35:00,67.19531477897044,180.0,1.9385261916884604,1.75,2.5223185672365083,1.5,2.36805273842723,-0.8680527384272301
2022-06-26 13:40:00,92.28449914683412,150.5950615463441,1.8658743115434553,1.75,2.3528767141377465,1.5,1.9320723151050205,-0.43207231510502053
2022-06-26 13:45:00,137.75304001609217,83.28005874558735,1.8658743115434553,1.75,3.736253439547094,1.5,1.093129511573879,0.40687048842612095
2022-06-26 13:50:00,145.50755457388473,90.01470548973438,1.8658743115434553,1.75,3.0819109506967544,1.5,1.2094664056663356,0.29053359433366444
2022-06-26 13:55:00,154.03778826574478,115.96866406669477,1.8658743115434553,1.75,1.6216547864782083,1.5,1.5959292772755327,-0.09592927727553269
2022-06-26 14:00:00,127.34589413245209,108.83919164444106,1.8076068028312375,1.75,1.39286394027416,1.75,1.7908224618418096,-0.0408224618418096
2022-06-26 14:05:00,69.35610587462924,87.48220403254038,1.8076068028312375,1.75,2.526280125781399,1.75,1.466886182480615,0.283113817519385
2022-06-26 14:10:00,59.49964333126623,110.33662116946287,1.8076068028312375,1.75,1.4858290139214625,1.75,1.8860970547134321,-0.13609705471343214
2022-06-26 14:15:00,84.54078912222063,107.43681421209853,1.8076068028312375,1.75,1.7988756130160057,1.75,1.8729644201844267,-0.12296442018442666
2022-06-26 14:20:00,112.49623923641543,70.42576530421782,1.7406467023000727,1.75,3.485230483909427,1.75,1.2525959784649432,0.4974040215350568
2022-06-26 14:25:00,103.23314309884361,83.75893025307492,1.7406467023000727,1.75,3.781200678437099,1.75,1.5205180123179292,0.22948198768207084
2022-06-26 14:30:00,99.56165146762979,75.65958463974081,1.7406467023000727,1.75,4.4165787154505445,1.75,1.4024610788818972,0.3475389211181028
2022-06-26 14:35:00,77.0628413867396,67.13414400365386,1.7406467023000727,1.75,5.137810087595612,1.75,1.2712473287608326,0.4787526712391674
2022-06-26 14:40:00,76.31079492753527,50.28074327471504,1.663683336356677,1.75,5.995268111365309,1.75,0.9730827150884902,0.7769172849115098
2022-06-26 14:45:00,106.30233695026841,97.3580015715517,1.663683336356677,1.75,5.557496035118026,1.75,1.9266016020941128,-0.1766016020941128
2022-06-26 14:50:00,75.69731907844948,50.95132544910586,1.663683336356677,1.75,5.686433150554241,1.75,1.0314977287148448,0.7185022712851552
2022-06-26 14:55:00,59.900555192108015,47.53707743055196,1.663683336356677,1.75,5.202425659378617,1.75,0.9850729409783294,0.7649270590216706
2022-06-26 15:00:00,74.41820433211659,54.4732742000033,1.589152310194396,1.75,4.901189099117615,1.25,0.8257642638005568,0.4242357361994432
2022-06-26 15:05:00,83.0461951759723,49.10511986150006,1.589152310194396,1.75,4.870860087477217,1.25,0.7776081674749273,0.47239183252507266
2022-06-26 15:10:00,62.051963080246175,70.83797973901697,1.589152310194396,1.75,5.605316329314325,1.25,1.174160445748437,0.07583955425156308
2022-06-26 15:15:00,57.39662765805855,50.92754851331095,1.589152310194396,1.75,5.49543352293056,1.25,0.8855028555802601,0.3644971444197399
2022-06-26 15:20:00,77.16182845939663,72.27521642095897,1.514387094047671,1.75,5.889262034696256,1.25,1.3214372660647264,-0.07143726606472645
2022-06-26 15:25:00,57.477532787667286,41.31365716499905,1.514387094047671,1.75,6.176738813905347,1.25,0.7963890734954869,0.45361092650451307
2022-06-26 15:30:00,54.48865277742781,40.10077916382048,1.514387094047671,1.75,5.676215011017662,1.25,0.8174149037585389,0.43258509624146113
2022-06-26 15:35:00,51.46486244866527,31.81274982737835,1.514387094047671,1.75,5.78457726383818,1.25,0.6879938993341396,0.5620061006658604
2022-06-26 15:40:00,62.29665048721889,59.8625449489197,1.45,1.75,4.968763373712162,1.25,1.3786321081971047,-0.1286321081971047
2022-06-26 15:45:00,57.816284612572844,70.9173774004393,1.45,1.75,5.525762556736791,1.25,1.746581964174076,-0.4965819641740761
2022-06-26 15:50:00,62.443474528983664,51.181164186032184,1.45,1.75,5.699814987997183,1.25,1.354524182968999,-0.1045241829689989
2022-06-26 15:55:00,50.988021790531576,54.803186626316936,1.45,1.75,6.246226789436248,1.25,1.5672754386737866,-0.3172754386737866
2022-06-26 16:00:00,60.30238632626497,49.595942736678616,1.45,1.75,7.328777236879624,1.5,1.8512283917417536,-0.3512283917417536
2022-06-26 16:05:00,53.523590595709905,45.39175459795587,1.45,1.75,5.5684769657920725,1.5,1.772754983802856,-0.272754983802856
2022-06-26 16:10:00,53.77870584922663,41.285359539160076,1.45,1.75,5.707014468343008,1.5,1.690666165726119,-0.19066616572611905
2022-06-26 16:15:00,62.590283665580806,44.65503745603145,1.45,1.75,6.351694147606782,1.5,1.9219729509446513,-0.42197295094465126
2022-06-26 16:20:00,59.19350340097504,24.2375515805635,1.45,1.75,6.960255272643106,1.5,1.099291771690599,0.400708228309401
2022-06-26 16:25:00,52.294673016220194,19.835595595123618,1.45,1.75,5.7998593594231265,1.5,0.9507679442524515,0.5492320557475485
2022-06-26 16:30:00,51.28096037270217,35.17901103201005,1.45,1.75,5.813782762024619,1.5,1.7878161051320403,-0.28781610513204026
2022-06-26 16:35:00,53.27769474320572,28.11119287480595,1.45,1.75,6.628124556890431,1.5,1.520225537913122,-0.020225537913121983
2022-06-26 16:40:00,55.82929729052832,28.28597614858796,1.45,1.75,6.207899784550216,1.5,1.6344759330446208,-0.1344759330446208
2022-06-26 16:45:00,62.67347814788832,22.59228168064146,1.45,1.75,5.997904918027991,1.5,1.4014876621837253,0.09851233781627466
2022-06-26 16:50:00,57.095363060308095,13.244590012799993,1.45,1.75,5.510051373374726,1.5,0.886839841579622,0.613160158420378
2022-06-26 16:55:00,53.45664398325959,11.61478177481612,1.45,1.75,6.008311191054042,1.5,0.8447748764795782,0.6552251235204218
2022-06-26 17:00:00,41.67253606186637,12.226849598339067,1.45,1.75,6.203454884892786,1.5,0.9732162491728156,0.5267837508271844
2022-06-26 17:05:00,40.817443822177495,13.685848484571261,1.45,1.75,6.327872665337812,1.5,1.0918499818803211,0.4081500181196789
2022-06-26 17:10:00,35.149859263027764,10.750554463764706,1.45,1.75,5.683735600944157,1.5,0.8596484036795649,0.6403515963204351
2022-06-26 17:15:00,27.186314780143668,13.25328036942972,1.45,1.75,3.840040721151677,1.5,1.0622199128712166,0.43778008712878336
2022-06-26 17:20:00,33.36018450578806,20.879034083813973,1.5,1.75,4.300590295516813,1.5,1.6772771291532829,-0.17727712915328286
2022-06-26 17:25:00,30.235131384318613,13.867379264253188,1.5,1.75,5.107782143386325,1.5,1.1165919883239614,0.38340801167603855
2022-06-26 17:30:00,29.766946372056374,18.396005641674865,1.5,1.75,5.436635663007688,1.5,1.4846759534338685,0.01532404656613151
2022-06-26 17:35:00,31.83379724522818,10.713170723284257,1.5,1.75,5.759414924713491,1.5,0.8666356252232537,0.6333643747767463
2022-06-26 17:40:00,36.24317791490697,13.59027216413329,1.5,1.75,4.588012562256758,1.5,1.1019436683503172,0.3980563316496828
2022-06-26 17:45:00,28.577963120475946,11.70519430944958,1.5,1.75,4.7842652837436574,1.5,0.951316352191954,0.548683647808046
2022-06-26 17:50:00,35.11363413561296,11.972661801267028,1.5,1.75,5.800532160502802,1.5,0.9753366013395175,0.5246633986604825
2022-06-26 17:55:00,28.01327670656964,17.93791426539893,1.5,1.75,5.26646214889605,1.5,1.464723379069909,0.035276620930090985
2022-06-26 18:00:00,39.422480042819444,20.721592507942635,1.5,1.75,5.433080973894862,1.5,1.6960125496491232,-0.19601254964912318
