parque,capacidade,nivel_trafego,dia,data,hora,dia_semana,entradas,saidas,ocupacao,fluxo_total,taxa_fluxo_hora
P035,81,Médio,22,2020-01-22,16,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,17,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,18,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,19,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,20,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,21,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,22,2,0,0,0,0,0.0
P035,81,Médio,22,2020-01-22,23,2,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,0,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,1,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,2,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,3,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,4,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,5,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,6,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,7,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,8,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,9,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,10,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,11,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,13,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,14,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,15,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,16,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,17,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,18,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,19,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,21,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,22,3,0,0,0,0,0.0
P035,81,Médio,23,2020-01-23,23,3,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,0,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,1,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,2,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,3,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,4,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,5,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,6,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,8,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,10,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,13,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,15,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,16,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,17,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,18,4,0,0,0,0,0.0
P035,81,Médio,24,2020-01-24,20,4,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,0,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,1,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,2,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,5,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,6,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,7,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,8,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,14,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,16,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,17,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,18,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,19,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,20,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,21,5,0,0,0,0,0.0
P035,81,Médio,25,2020-01-25,22,5,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,0,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,1,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,2,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,3,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,5,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,6,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,8,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,10,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,11,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,12,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,13,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,14,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,15,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,17,6,0,0,0,0,0.0
P035,81,Médio,26,2020-01-26,18,6,0,0,0,0,0.0
P035,81,Médio,27,2020-01-27,0,0,0,0,0,0,0.0
P035,81,Médio,27,2020-01-27,1,0,0,0,0,0,0.0
P035,81,Médio,27,2020-01-27,3,0,0,0,0,0,0.0
P035,81,Médio,27,2020-01-27,6,0,0,0,0,0,0.0
P035,81,Médio,27,2020-01-27,10,0,7,1,6,8,8.0
P035,81,Médio,27,2020-01-27,11,0,0,5,1,5,5.0
P035,81,Médio,27,2020-01-27,13,0,0,0,1,0,0.0
P035,81,Médio,27,2020-01-27,16,0,1,28,-26,29,29.0
P035,81,Médio,27,2020-01-27,17,0,9,1,-18,10,10.0
P035,81,Médio,27,2020-01-27,18,0,4,0,-14,4,4.0
P035,81,Médio,27,2020-01-27,19,0,1,0,-13,1,1.0
P035,81,Médio,27,2020-01-27,22,0,56,4,39,60,60.0
P035,81,Médio,28,2020-01-28,0,1,4,0,43,4,4.0
P035,81,Médio,28,2020-01-28,1,1,0,0,43,0,0.0
P035,81,Médio,28,2020-01-28,5,1,0,0,43,0,0.0
P035,81,Médio,28,2020-01-28,7,1,0,0,43,0,0.0
P035,81,Médio,28,2020-01-28,8,1,0,10,33,10,10.0
P035,81,Médio,28,2020-01-28,9,1,0,7,26,7,7.0
P035,81,Médio,28,2020-01-28,12,1,1,26,1,27,27.0
P035,81,Médio,28,2020-01-28,15,1,2,0,3,2,2.0
P035,81,Médio,28,2020-01-28,17,1,9,1,11,10,10.0
P035,81,Médio,28,2020-01-28,19,1,19,1,28,20,20.0
P035,81,Médio,28,2020-01-28,22,1,10,1,36,11,11.0
P035,81,Médio,28,2020-01-28,23,1,0,0,38,0,0.0
P035,81,Médio,29,2020-01-29,0,2,6,1,43,7,7.0
P035,81,Médio,29,2020-01-29,2,2,1,0,44,1,1.0
P035,81,Médio,29,2020-01-29,5,2,0,0,44,0,0.0
P035,81,Médio,29,2020-01-29,6,2,0,0,44,0,0.0
P035,81,Médio,29,2020-01-29,7,2,0,1,43,1,1.0
P035,81,Médio,29,2020-01-29,8,2,0,3,40,3,3.0
P035,81,Médio,29,2020-01-29,9,2,1,19,22,20,20.0
P035,81,Médio,29,2020-01-29,10,2,0,14,8,14,14.0
P035,81,Médio,29,2020-01-29,11,2,0,7,1,7,7.0
P035,81,Médio,29,2020-01-29,13,2,0,1,0,1,1.0
P035,81,Médio,29,2020-01-29,14,2,1,0,1,1,1.0
P035,81,Médio,29,2020-01-29,17,2,9,1,6,10,10.0
P035,81,Médio,29,2020-01-29,18,2,0,1,8,1,1.0
P035,81,Médio,29,2020-01-29,20,2,0,4,4,4,4.0
P035,81,Médio,30,2020-01-30,2,3,43,3,44,46,46.0
P035,81,Médio,30,2020-01-30,7,3,0,7,37,7,7.0
P035,81,Médio,30,2020-01-30,9,3,2,38,0,40,40.0
P035,81,Médio,30,2020-01-30,10,3,0,0,1,0,0.0
P035,81,Médio,30,2020-01-30,11,3,0,1,0,1,1.0
P035,81,Médio,30,2020-01-30,12,3,1,0,0,1,1.0
P035,81,Médio,30,2020-01-30,13,3,0,0,1,0,0.0
P035,81,Médio,30,2020-01-30,15,3,16,1,16,17,17.0
P035,81,Médio,30,2020-01-30,16,3,0,1,15,1,1.0
P035,81,Médio,30,2020-01-30,18,3,23,1,37,24,24.0
P035,81,Médio,30,2020-01-30,20,3,1,16,22,17,17.0
P035,81,Médio,30,2020-01-30,22,3,0,13,9,13,13.0
P035,81,Médio,31,2020-01-31,1,4,35,2,42,37,37.0
P035,81,Médio,31,2020-01-31,4,4,0,0,42,0,0.0
P035,81,Médio,31,2020-01-31,6,4,0,0,42,0,0.0
P035,81,Médio,31,2020-01-31,9,4,2,20,24,22,22.0
P035,81,Médio,31,2020-01-31,11,4,1,21,4,22,22.0
P035,81,Médio,31,2020-01-31,12,4,0,0,4,0,0.0
P035,81,Médio,31,2020-01-31,14,4,0,3,1,3,3.0
P035,81,Médio,31,2020-01-31,17,4,22,1,22,23,23.0
P035,81,Médio,31,2020-01-31,19,4,7,7,25,14,14.0
P035,81,Médio,31,2020-01-31,20,4,0,5,17,5,5.0
P035,81,Médio,31,2020-01-31,22,4,0,10,9,10,10.0
P035,81,Médio,31,2020-01-31,23,4,17,1,23,18,18.0
P035,81,Médio,32,2020-02-01,0,5,13,1,35,14,14.0
P035,81,Médio,32,2020-02-01,1,5,0,5,30,5,5.0
P035,81,Médio,32,2020-02-01,2,5,14,1,43,15,15.0
P035,81,Médio,32,2020-02-01,3,5,1,0,44,1,1.0
P035,81,Médio,32,2020-02-01,10,5,0,3,41,3,3.0
P035,81,Médio,32,2020-02-01,11,5,0,3,38,3,3.0
P035,81,Médio,32,2020-02-01,12,5,1,0,39,1,1.0
P035,81,Médio,32,2020-02-01,14,5,0,5,34,5,5.0
P035,81,Médio,32,2020-02-01,16,5,1,9,26,10,10.0
P035,81,Médio,32,2020-02-01,17,5,1,4,23,5,5.0
P035,81,Médio,32,2020-02-01,18,5,0,0,23,0,0.0
P035,81,Médio,32,2020-02-01,20,5,1,23,1,24,24.0
P035,81,Médio,33,2020-02-02,0,6,34,2,33,36,36.0
P035,81,Médio,33,2020-02-02,1,6,10,1,42,11,11.0
P035,81,Médio,33,2020-02-02,2,6,18,1,59,19,19.0
P035,81,Médio,33,2020-02-02,3,6,1,0,60,1,1.0
P035,81,Médio,33,2020-02-02,4,6,0,2,60,2,2.0
P035,81,Médio,33,2020-02-02,6,6,3,22,55,25,25.0
P035,81,Médio,33,2020-02-02,9,6,0,0,42,0,0.0
P035,81,Médio,33,2020-02-02,12,6,0,1,41,1,1.0
P035,81,Médio,33,2020-02-02,13,6,0,5,36,5,5.0
P035,81,Médio,33,2020-02-02,14,6,0,16,22,16,16.0
P035,81,Médio,33,2020-02-02,16,6,0,13,7,13,13.0
P035,81,Médio,33,2020-02-02,17,6,6,1,12,7,7.0
P035,81,Médio,33,2020-02-02,19,6,21,2,26,23,23.0
P035,81,Médio,33,2020-02-02,20,6,0,2,29,2,2.0
P035,81,Médio,33,2020-02-02,21,6,0,13,16,13,13.0
P035,81,Médio,33,2020-02-02,22,6,2,0,18,2,2.0
P035,81,Médio,33,2020-02-02,23,6,2,0,20,2,2.0
P035,81,Médio,34,2020-02-03,0,0,8,1,27,9,9.0
P035,81,Médio,34,2020-02-03,2,0,14,1,40,15,15.0
P035,81,Médio,34,2020-02-03,3,0,0,0,40,0,0.0
P035,81,Médio,34,2020-02-03,10,0,1,20,21,21,21.0
P035,81,Médio,34,2020-02-03,11,0,0,8,13,8,8.0
P035,81,Médio,34,2020-02-03,14,0,0,8,5,8,8.0
P035,81,Médio,34,2020-02-03,15,0,0,0,5,0,0.0
P035,81,Médio,34,2020-02-03,18,0,22,1,26,23,23.0
P035,81,Médio,34,2020-02-03,19,0,9,1,34,10,10.0
P035,81,Médio,34,2020-02-03,20,0,3,0,37,3,3.0
P035,81,Médio,34,2020-02-03,21,0,1,0,38,1,1.0
P035,81,Médio,34,2020-02-03,22,0,0,0,38,0,0.0
P035,81,Médio,35,2020-02-04,0,1,1,0,39,1,1.0
P035,81,Médio,35,2020-02-04,1,1,0,0,39,0,0.0
P035,81,Médio,35,2020-02-04,2,1,0,0,39,0,0.0
P035,81,Médio,35,2020-02-04,3,1,0,0,39,0,0.0
P035,81,Médio,35,2020-02-04,4,1,0,0,39,0,0.0
P035,81,Médio,35,2020-02-04,5,1,0,0,39,0,0.0
P035,81,Médio,35,2020-02-04,7,1,0,3,36,3,3.0
P035,81,Médio,35,2020-02-04,8,1,0,6,32,6,6.0
P035,81,Médio,35,2020-02-04,10,1,1,23,8,24,24.0
P035,81,Médio,35,2020-02-04,11,1,1,0,9,1,1.0
P035,81,Médio,35,2020-02-04,12,1,2,2,10,4,4.0
P035,81,Médio,35,2020-02-04,14,1,0,8,1,8,8.0
P035,81,Médio,35,2020-02-04,16,1,15,1,15,16,16.0
P035,81,Médio,35,2020-02-04,18,1,8,0,21,8,8.0
P035,81,Médio,35,2020-02-04,19,1,2,0,24,2,2.0
P035,81,Médio,35,2020-02-04,20,1,1,0,26,1,1.0
P035,81,Médio,35,2020-02-04,21,1,3,4,24,7,7.0
P035,81,Médio,35,2020-02-04,23,1,7,1,31,8,8.0
P035,81,Médio,36,2020-02-05,0,2,7,0,36,7,7.0
P035,81,Médio,36,2020-02-05,1,2,1,0,39,1,1.0
P035,81,Médio,36,2020-02-05,2,2,1,0,40,1,1.0
P035,81,Médio,36,2020-02-05,3,2,0,0,40,0,0.0
P035,81,Médio,36,2020-02-05,4,2,0,0,40,0,0.0
P035,81,Médio,36,2020-02-05,5,2,0,0,40,0,0.0
P035,81,Médio,36,2020-02-05,6,2,0,0,40,0,0.0
P035,81,Médio,36,2020-02-05,7,2,0,0,40,0,0.0
P035,81,Médio,36,2020-02-05,8,2,0,3,37,3,3.0
P035,81,Médio,36,2020-02-05,9,2,0,14,23,14,14.0
P035,81,Médio,36,2020-02-05,10,2,1,0,24,1,1.0
P035,81,Médio,36,2020-02-05,11,2,0,12,12,12,12.0
P035,81,Médio,36,2020-02-05,12,2,0,7,5,7,7.0
P035,81,Médio,36,2020-02-05,13,2,0,2,3,2,2.0
P035,81,Médio,36,2020-02-05,14,2,2,0,4,2,2.0
P035,81,Médio,36,2020-02-05,15,2,7,2,6,9,9.0
P035,81,Médio,36,2020-02-05,16,2,6,1,15,7,7.0
P035,81,Médio,36,2020-02-05,17,2,7,1,20,8,8.0
P035,81,Médio,36,2020-02-05,19,2,2,0,23,2,2.0
P035,81,Médio,36,2020-02-05,20,2,0,4,19,4,4.0
P035,81,Médio,36,2020-02-05,22,2,0,3,16,3,3.0
P035,81,Médio,36,2020-02-05,23,2,6,0,21,6,6.0
P035,81,Médio,37,2020-02-06,0,3,7,1,28,8,8.0
P035,81,Médio,37,2020-02-06,1,3,10,1,37,11,11.0
P035,81,Médio,37,2020-02-06,2,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,3,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,4,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,5,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,6,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,7,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,8,3,0,0,37,0,0.0
P035,81,Médio,37,2020-02-06,9,3,0,3,34,3,3.0
P035,81,Médio,37,2020-02-06,10,3,0,2,32,2,2.0
P035,81,Médio,37,2020-02-06,11,3,1,20,13,21,21.0
P035,81,Médio,37,2020-02-06,12,3,0,3,10,3,3.0
P035,81,Médio,37,2020-02-06,13,3,0,10,2,10,10.0
P035,81,Médio,37,2020-02-06,15,3,20,2,13,22,22.0
P035,81,Médio,37,2020-02-06,18,3,13,1,29,14,14.0
P035,81,Médio,37,2020-02-06,20,3,0,12,18,12,12.0
P035,81,Médio,37,2020-02-06,21,3,8,20,2,28,28.0
P035,81,Médio,37,2020-02-06,22,3,0,2,4,2,2.0
P035,81,Médio,37,2020-02-06,23,3,0,0,4,0,0.0
P035,81,Médio,38,2020-02-07,0,4,30,2,32,32,32.0
P035,81,Médio,38,2020-02-07,1,4,5,0,36,5,5.0
P035,81,Médio,38,2020-02-07,2,4,2,0,39,2,2.0
P035,81,Médio,38,2020-02-07,3,4,4,0,43,4,4.0
P035,81,Médio,38,2020-02-07,4,4,0,0,43,0,0.0
P035,81,Médio,38,2020-02-07,7,4,0,6,39,6,6.0
P035,81,Médio,38,2020-02-07,8,4,0,10,27,10,10.0
P035,81,Médio,38,2020-02-07,10,4,1,28,2,29,29.0
P035,81,Médio,38,2020-02-07,11,4,0,0,0,0,0.0
P035,81,Médio,38,2020-02-07,12,4,1,0,0,1,1.0
P035,81,Médio,38,2020-02-07,13,4,0,1,0,1,1.0
P035,81,Médio,38,2020-02-07,14,4,1,0,1,1,1.0
P035,81,Médio,38,2020-02-07,15,4,0,1,0,1,1.0
P035,81,Médio,38,2020-02-07,16,4,9,1,8,10,10.0
P035,81,Médio,38,2020-02-07,17,4,6,1,13,7,7.0
P035,81,Médio,38,2020-02-07,18,4,16,4,25,20,20.0
P035,81,Médio,38,2020-02-07,19,4,8,7,29,15,15.0
P035,81,Médio,38,2020-02-07,20,4,0,10,16,10,10.0
P035,81,Médio,38,2020-02-07,21,4,0,15,2,15,15.0
P035,81,Médio,38,2020-02-07,22,4,6,1,6,7,7.0
P035,81,Médio,38,2020-02-07,23,4,8,1,9,9,9.0
P035,81,Médio,39,2020-02-08,0,5,0,1,12,1,1.0
P035,81,Médio,39,2020-02-08,2,5,36,2,46,38,38.0
P035,81,Médio,39,2020-02-08,3,5,2,0,48,2,2.0
P035,81,Médio,39,2020-02-08,4,5,0,0,48,0,0.0
P035,81,Médio,39,2020-02-08,5,5,0,0,48,0,0.0
P035,81,Médio,39,2020-02-08,6,5,0,0,48,0,0.0
P035,81,Médio,39,2020-02-08,7,5,0,0,48,0,0.0
P035,81,Médio,39,2020-02-08,8,5,0,0,48,0,0.0
P035,81,Médio,39,2020-02-08,10,5,0,7,41,7,7.0
P035,81,Médio,39,2020-02-08,11,5,1,29,14,30,30.0
P035,81,Médio,39,2020-02-08,12,5,0,6,7,6,6.0
P035,81,Médio,39,2020-02-08,13,5,3,7,2,10,10.0
P035,81,Médio,39,2020-02-08,14,5,0,3,0,3,3.0
P035,81,Médio,39,2020-02-08,16,5,6,1,2,7,7.0
P035,81,Médio,39,2020-02-08,18,5,12,8,12,20,20.0
P035,81,Médio,39,2020-02-08,19,5,0,9,3,9,9.0
P035,81,Médio,39,2020-02-08,20,5,0,0,0,0,0.0
P035,81,Médio,39,2020-02-08,21,5,12,8,4,20,20.0
P035,81,Médio,39,2020-02-08,22,5,1,0,5,1,1.0
P035,81,Médio,39,2020-02-08,23,5,16,1,14,17,17.0
P035,81,Médio,40,2020-02-09,1,6,24,1,43,25,25.0
P035,81,Médio,40,2020-02-09,2,6,0,0,43,0,0.0
P035,81,Médio,40,2020-02-09,3,6,0,0,43,0,0.0
P035,81,Médio,40,2020-02-09,4,6,0,0,43,0,0.0
P035,81,Médio,40,2020-02-09,5,6,0,0,43,0,0.0
P035,81,Médio,40,2020-02-09,6,6,0,0,43,0,0.0
P035,81,Médio,40,2020-02-09,8,6,0,1,42,1,1.0
P035,81,Médio,40,2020-02-09,9,6,0,0,42,0,0.0
P035,81,Médio,40,2020-02-09,11,6,0,11,31,11,11.0
P035,81,Médio,40,2020-02-09,13,6,0,8,23,8,8.0
P035,81,Médio,40,2020-02-09,14,6,0,9,14,9,9.0
P035,81,Médio,40,2020-02-09,15,6,0,4,10,4,4.0
P035,81,Médio,40,2020-02-09,16,6,8,1,14,9,9.0
P035,81,Médio,40,2020-02-09,17,6,0,6,11,6,6.0
P035,81,Médio,40,2020-02-09,18,6,11,1,18,12,12.0
P035,81,Médio,40,2020-02-09,19,6,4,0,25,4,4.0
P035,81,Médio,40,2020-02-09,20,6,7,3,30,10,10.0
P035,81,Médio,40,2020-02-09,23,6,4,5,26,9,9.0
P035,81,Médio,41,2020-02-10,0,0,1,0,29,1,1.0
P035,81,Médio,41,2020-02-10,1,0,14,1,42,15,15.0
P035,81,Médio,41,2020-02-10,2,0,0,0,42,0,0.0
P035,81,Médio,41,2020-02-10,3,0,0,0,42,0,0.0
P035,81,Médio,41,2020-02-10,4,0,0,0,42,0,0.0
P035,81,Médio,41,2020-02-10,5,0,0,0,42,0,0.0
P035,81,Médio,41,2020-02-10,6,0,0,0,42,0,0.0
P035,81,Médio,41,2020-02-10,7,0,0,2,40,2,2.0
P035,81,Médio,41,2020-02-10,8,0,0,3,38,3,3.0
P035,81,Médio,41,2020-02-10,10,0,1,17,22,18,18.0
P035,81,Médio,41,2020-02-10,11,0,3,11,12,14,14.0
P035,81,Médio,41,2020-02-10,12,0,0,11,3,11,11.0
P035,81,Médio,41,2020-02-10,13,0,11,1,12,12,12.0
P035,81,Médio,41,2020-02-10,16,0,2,5,8,7,7.0
P035,81,Médio,41,2020-02-10,17,0,11,1,17,12,12.0
P035,81,Médio,41,2020-02-10,18,0,4,0,23,4,4.0
P035,81,Médio,41,2020-02-10,19,0,9,1,31,10,10.0
P035,81,Médio,41,2020-02-10,20,0,4,0,35,4,4.0
P035,81,Médio,41,2020-02-10,21,0,0,0,35,0,0.0
P035,81,Médio,41,2020-02-10,22,0,9,1,42,10,10.0
P035,81,Médio,41,2020-02-10,23,0,2,0,45,2,2.0
P035,81,Médio,42,2020-02-11,0,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,1,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,2,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,4,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,5,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,6,1,0,0,45,0,0.0
P035,81,Médio,42,2020-02-11,7,1,0,2,43,2,2.0
P035,81,Médio,42,2020-02-11,8,1,0,4,39,4,4.0
P035,81,Médio,42,2020-02-11,9,1,0,13,32,13,13.0
P035,81,Médio,42,2020-02-11,10,1,0,4,24,4,4.0
P035,81,Médio,42,2020-02-11,11,1,1,16,11,17,17.0
P035,81,Médio,42,2020-02-11,12,1,0,5,2,5,5.0
P035,81,Médio,42,2020-02-11,13,1,0,1,1,1,1.0
P035,81,Médio,42,2020-02-11,14,1,1,1,0,2,2.0
P035,81,Médio,42,2020-02-11,15,1,3,0,4,3,3.0
P035,81,Médio,42,2020-02-11,16,1,8,2,10,10,10.0
P035,81,Médio,42,2020-02-11,17,1,5,0,14,5,5.0
P035,81,Médio,42,2020-02-11,18,1,10,1,23,11,11.0
P035,81,Médio,42,2020-02-11,19,1,11,2,31,13,13.0
P035,81,Médio,42,2020-02-11,20,1,2,7,27,9,9.0
P035,81,Médio,42,2020-02-11,21,1,1,0,29,1,1.0
P035,81,Médio,42,2020-02-11,22,1,3,0,30,3,3.0
P035,81,Médio,42,2020-02-11,23,1,3,0,35,3,3.0
P035,81,Médio,43,2020-02-12,0,2,4,0,39,4,4.0
P035,81,Médio,43,2020-02-12,1,2,4,0,43,4,4.0
P035,81,Médio,43,2020-02-12,2,2,0,0,43,0,0.0
P035,81,Médio,43,2020-02-12,4,2,0,0,43,0,0.0
P035,81,Médio,43,2020-02-12,5,2,0,0,43,0,0.0
P035,81,Médio,43,2020-02-12,6,2,0,0,43,0,0.0
P035,81,Médio,43,2020-02-12,7,2,0,4,40,4,4.0
P035,81,Médio,43,2020-02-12,8,2,0,1,38,1,1.0
P035,81,Médio,43,2020-02-12,9,2,0,13,27,13,13.0
P035,81,Médio,43,2020-02-12,10,2,2,8,18,10,10.0
P035,81,Médio,43,2020-02-12,11,2,0,10,9,10,10.0
P035,81,Médio,43,2020-02-12,12,2,1,9,0,10,10.0
P035,81,Médio,43,2020-02-12,13,2,0,0,1,0,0.0
P035,81,Médio,43,2020-02-12,14,2,1,0,2,1,1.0
P035,81,Médio,43,2020-02-12,15,2,32,3,23,35,35.0
P035,81,Médio,43,2020-02-12,16,2,0,9,22,9,9.0
P035,81,Médio,43,2020-02-12,17,2,2,0,24,2,2.0
P035,81,Médio,43,2020-02-12,18,2,1,0,25,1,1.0
P035,81,Médio,43,2020-02-12,20,2,1,0,26,1,1.0
P035,81,Médio,43,2020-02-12,21,2,0,3,23,3,3.0
P035,81,Médio,43,2020-02-12,22,2,1,0,24,1,1.0
P035,81,Médio,43,2020-02-12,23,2,16,2,34,18,18.0
P035,81,Médio,44,2020-02-13,0,3,7,1,42,8,8.0
P035,81,Médio,44,2020-02-13,1,3,0,0,44,0,0.0
P035,81,Médio,44,2020-02-13,2,3,0,0,44,0,0.0
P035,81,Médio,44,2020-02-13,6,3,1,0,45,1,1.0
P035,81,Médio,44,2020-02-13,7,3,0,1,44,1,1.0
P035,81,Médio,44,2020-02-13,8,3,0,3,41,3,3.0
P035,81,Médio,44,2020-02-13,9,3,0,10,35,10,10.0
P035,81,Médio,44,2020-02-13,10,3,0,13,19,13,13.0
P035,81,Médio,44,2020-02-13,13,3,1,18,1,19,19.0
P035,81,Médio,44,2020-02-13,14,3,12,1,7,13,13.0
P035,81,Médio,44,2020-02-13,15,3,12,1,23,13,13.0
P035,81,Médio,44,2020-02-13,18,3,1,2,23,3,3.0
P035,81,Médio,44,2020-02-13,19,3,6,4,26,10,10.0
P035,81,Médio,44,2020-02-13,20,3,0,1,24,1,1.0
P035,81,Médio,44,2020-02-13,21,3,1,19,5,20,20.0
P035,81,Médio,44,2020-02-13,22,3,3,6,4,9,9.0
P035,81,Médio,44,2020-02-13,23,3,21,2,13,23,23.0
P035,81,Médio,45,2020-02-14,0,4,13,1,29,14,14.0
P035,81,Médio,45,2020-02-14,1,4,9,1,41,10,10.0
P035,81,Médio,45,2020-02-14,2,4,1,0,42,1,1.0
P035,81,Médio,45,2020-02-14,3,4,0,0,42,0,0.0
P035,81,Médio,45,2020-02-14,4,4,0,0,42,0,0.0
P035,81,Médio,45,2020-02-14,5,4,0,0,42,0,0.0
P035,81,Médio,45,2020-02-14,6,4,0,0,42,0,0.0
P035,81,Médio,45,2020-02-14,7,4,0,0,42,0,0.0
P035,81,Médio,45,2020-02-14,8,4,1,2,42,3,3.0
P035,81,Médio,45,2020-02-14,10,4,1,17,25,18,18.0
P035,81,Médio,45,2020-02-14,12,4,1,24,7,25,25.0
P035,81,Médio,45,2020-02-14,13,4,2,3,1,5,5.0
P035,81,Médio,45,2020-02-14,14,4,4,1,4,5,5.0
P035,81,Médio,45,2020-02-14,15,4,4,6,3,10,10.0
P035,81,Médio,45,2020-02-14,16,4,20,2,15,22,22.0
P035,81,Médio,45,2020-02-14,17,4,0,4,16,4,4.0
P035,81,Médio,45,2020-02-14,18,4,4,0,18,4,4.0
P035,81,Médio,45,2020-02-14,20,4,1,21,0,22,22.0
P035,81,Médio,45,2020-02-14,21,4,0,0,0,0,0.0
P035,81,Médio,45,2020-02-14,22,4,15,3,13,18,18.0
P035,81,Médio,45,2020-02-14,23,4,9,4,14,13,13.0
P035,81,Médio,46,2020-02-15,0,5,15,1,31,16,16.0
P035,81,Médio,46,2020-02-15,1,5,0,0,31,0,0.0
P035,81,Médio,46,2020-02-15,2,5,10,1,39,11,11.0
P035,81,Médio,46,2020-02-15,3,5,0,0,40,0,0.0
P035,81,Médio,46,2020-02-15,4,5,0,0,40,0,0.0
P035,81,Médio,46,2020-02-15,5,5,0,0,40,0,0.0
P035,81,Médio,46,2020-02-15,6,5,1,0,41,1,1.0
P035,81,Médio,46,2020-02-15,7,5,0,0,41,0,0.0
