local,day,latitude,longitude,score
Avenida de Berlim,2023-07-17,38.769492,-9.122116,8
Avenida de Berlim,2023-07-18,38.769492,-9.122116,9
Avenida de Berlim,2023-07-19,38.769492,-9.122116,9
Avenida de Berlim,2023-07-20,38.769492,-9.122116,9
Avenida de Berlim,2023-07-21,38.769492,-9.122116,8
Avenida de Berlim,2023-07-22,38.769492,-9.122116,8
Avenida de Berlim,2023-07-23,38.769492,-9.122116,8
Avenida de Berlim,2023-07-24,38.769492,-9.122116,9
Avenida de Berlim,2023-07-25,38.769492,-9.122116,9
Avenida de Berlim,2023-07-26,38.769492,-9.122116,8
Avenida de Berlim,2023-07-27,38.769492,-9.122116,9
Avenida de Berlim,2023-07-28,38.769492,-9.122116,8
Avenida de Berlim,2023-07-29,38.769492,-9.122116,7
Avenida de Berlim,2023-07-30,38.769492,-9.122116,8
Avenida de Berlim,2023-07-31,38.769492,-9.122116,8
Avenida de Berlim,2023-08-01,38.769492,-9.122116,7
Avenida de Berlim,2023-08-02,38.769492,-9.122116,7
Avenida de Berlim,2023-08-03,38.769492,-9.122116,7
Avenida de Berlim,2023-08-04,38.769492,-9.122116,7
Avenida de Berlim,2023-08-05,38.769492,-9.122116,7
Avenida de Berlim,2023-08-06,38.769492,-9.122116,7
Avenida de Berlim,2023-08-07,38.769492,-9.122116,8
Avenida de Berlim,2023-08-08,38.769492,-9.122116,9
Avenida de Berlim,2023-08-09,38.769492,-9.122116,9
Avenida de Berlim,2023-08-10,38.769492,-9.122116,8
Avenida de Berlim,2023-08-11,38.769492,-9.122116,8
Avenida de Berlim,2023-08-12,38.769492,-9.122116,7
Avenida de Berlim,2023-08-13,38.769492,-9.122116,7
Avenida de Berlim,2023-08-14,38.769492,-9.122116,8
Avenida de Berlim,2023-08-15,38.769492,-9.122116,8
Avenida de Berlim,2023-08-16,38.769492,-9.122116,8
Avenida de Berlim,2023-08-17,38.769492,-9.122116,8
Avenida de Berlim,2023-08-18,38.769492,-9.122116,8
Avenida de Berlim,2023-08-19,38.769492,-9.122116,7
Avenida de Berlim,2023-08-20,38.769492,-9.122116,7
Avenida de Berlim,2023-08-21,38.769492,-9.122116,8
Avenida de Berlim,2023-08-22,38.769492,-9.122116,8
Avenida de Berlim,2023-08-23,38.769492,-9.122116,9
Avenida de Berlim,2023-08-24,38.769492,-9.122116,8
Avenida de Berlim,2023-08-25,38.769492,-9.122116,8
Avenida de Berlim,2023-08-26,38.769492,-9.122116,9
Avenida de Berlim,2023-08-27,38.769492,-9.122116,8
Avenida de Berlim,2023-08-28,38.769492,-9.122116,8
Avenida de Berlim,2023-08-29,38.769492,-9.122116,8
Avenida de Berlim,2023-08-30,38.769492,-9.122116,8
Avenida de Berlim,2023-08-31,38.769492,-9.122116,8
Avenida de Berlim,2023-09-01,38.769492,-9.122116,8
Avenida de Berlim,2023-09-02,38.769492,-9.122116,7
Avenida de Berlim,2023-09-03,38.769492,-9.122116,8
Avenida de Berlim,2023-09-04,38.769492,-9.122116,8
Avenida de Berlim,2023-09-05,38.769492,-9.122116,8
Avenida de Berlim,2023-09-06,38.769492,-9.122116,8
Avenida de Berlim,2023-09-07,38.769492,-9.122116,8
Avenida de Berlim,2023-09-08,38.769492,-9.122116,8
Avenida de Berlim,2023-09-09,38.769492,-9.122116,9
Avenida de Berlim,2023-09-10,38.769492,-9.122116,8
Avenida de Berlim,2023-09-11,38.769492,-9.122116,8
Avenida de Berlim,2023-09-12,38.769492,-9.122116,9
Avenida de Berlim,2023-09-13,38.769492,-9.122116,9
Avenida de Berlim,2023-09-14,38.769492,-9.122116,9
Avenida de Berlim,2023-09-15,38.769492,-9.122116,8
Avenida de Berlim,2023-09-16,38.769492,-9.122116,8
Avenida de Berlim,2023-09-17,38.769492,-9.122116,8
Avenida de Berlim,2023-09-18,38.769492,-9.122116,8
Avenida de Berlim,2023-09-19,38.769492,-9.122116,8
Avenida de Berlim,2023-09-20,38.769492,-9.122116,9
Avenida de Berlim,2023-09-21,38.769492,-9.122116,9
Avenida de Berlim,2023-09-22,38.769492,-9.122116,8
Avenida de Berlim,2023-09-23,38.769492,-9.122116,8
Avenida de Berlim,2023-09-24,38.769492,-9.122116,8
Avenida de Berlim,2023-09-25,38.769492,-9.122116,8
Avenida de Berlim,2023-09-26,38.769492,-9.122116,9
Avenida de Berlim,2023-09-27,38.769492,-9.122116,9
Avenida de Berlim,2023-09-28,38.769492,-9.122116,8
Avenida de Berlim,2023-09-29,38.769492,-9.122116,9
Avenida de Berlim,2023-09-30,38.769492,-9.122116,7
Avenida de Berlim,2023-10-01,38.769492,-9.122116,8
Avenida de Berlim,2023-10-02,38.769492,-9.122116,9
Avenida de Berlim,2023-10-03,38.769492,-9.122116,9
Avenida de Berlim,2023-10-04,38.769492,-9.122116,8
Avenida de Berlim,2023-10-05,38.769492,-9.122116,8
Avenida de Berlim,2023-10-06,38.769492,-9.122116,8
Avenida de Berlim,2023-10-07,38.769492,-9.122116,8
Avenida de Berlim,2023-10-08,38.769492,-9.122116,9
Avenida de Berlim,2023-10-09,38.769492,-9.122116,8
Avenida de Berlim,2023-10-10,38.769492,-9.122116,8
Avenida de Berlim,2023-10-11,38.769492,-9.122116,9
Avenida de Berlim,2023-10-12,38.769492,-9.122116,9
Avenida de Berlim,2023-10-13,38.769492,-9.122116,8
Avenida de Berlim,2023-10-14,38.769492,-9.122116,9
Avenida de Berlim,2023-10-15,38.769492,-9.122116,8
Avenida de Berlim,2023-10-16,38.769492,-9.122116,9
Avenida de Berlim,2023-10-17,38.769492,-9.122116,9
Avenida de Berlim,2023-10-18,38.769492,-9.122116,8
Avenida de Berlim,2023-10-19,38.769492,-9.122116,9
Avenida de Berlim,2023-10-20,38.769492,-9.122116,9
Avenida de Berlim,2023-10-21,38.769492,-9.122116,8
Avenida de Berlim,2023-10-22,38.769492,-9.122116,8
Avenida de Berlim,2023-10-23,38.769492,-9.122116,8
Avenida de Berlim,2023-10-24,38.769492,-9.122116,9
Avenida de Berlim,2023-10-25,38.769492,-9.122116,9
Avenida de Berlim,2023-10-26,38.769492,-9.122116,9
Avenida de Berlim,2023-10-27,38.769492,-9.122116,8
Avenida de Berlim,2023-10-28,38.769492,-9.122116,8
Avenida de Berlim,2023-10-29,38.769492,-9.122116,7
Avenida de Berlim,2023-10-30,38.769492,-9.122116,9
Avenida de Berlim,2023-10-31,38.769492,-9.122116,9
Avenida de Berlim,2023-11-01,38.769492,-9.122116,3
Avenida de Berlim,2023-11-07,38.769492,-9.122116,5
Avenida de Berlim,2023-11-08,38.769492,-9.122116,8
Avenida de Berlim,2023-11-09,38.769492,-9.122116,9
Avenida de Berlim,2023-11-10,38.769492,-9.122116,9
Avenida de Berlim,2023-11-11,38.769492,-9.122116,7
Avenida de Berlim,2023-11-12,38.769492,-9.122116,8
Avenida de Berlim,2023-11-13,38.769492,-9.122116,9
Avenida de Berlim,2023-11-14,38.769492,-9.122116,9
Avenida de Berlim,2023-11-15,38.769492,-9.122116,9
Avenida de Berlim,2023-11-16,38.769492,-9.122116,9
Avenida de Berlim,2023-11-17,38.769492,-9.122116,8
Avenida de Berlim,2023-11-18,38.769492,-9.122116,7
Avenida de Berlim,2023-11-19,38.769492,-9.122116,8
Avenida de Berlim,2023-11-20,38.769492,-9.122116,8
Avenida de Berlim,2023-11-21,38.769492,-9.122116,9
Avenida de Berlim,2023-11-22,38.769492,-9.122116,8
Avenida de Berlim,2023-11-23,38.769492,-9.122116,9
Avenida de Berlim,2023-11-24,38.769492,-9.122116,8
Avenida de Berlim,2023-11-25,38.769492,-9.122116,8
Avenida de Berlim,2023-11-26,38.769492,-9.122116,8
Avenida de Berlim,2023-11-27,38.769492,-9.122116,9
Avenida de Berlim,2023-11-28,38.769492,-9.122116,8
Avenida de Berlim,2023-11-29,38.769492,-9.122116,8
Avenida de Berlim,2023-11-30,38.769492,-9.122116,5
Avenida de Berlim,2023-12-01,38.769492,-9.122116,8
Avenida de Berlim,2023-12-02,38.769492,-9.122116,8
Avenida de Berlim,2023-12-03,38.769492,-9.122116,8
Avenida de Berlim,2023-12-04,38.769492,-9.122116,8
Avenida de Berlim,2023-12-05,38.769492,-9.122116,9
Avenida de Berlim,2023-12-06,38.769492,-9.122116,8
Avenida de Berlim,2023-12-07,38.769492,-9.122116,8
Avenida de Berlim,2023-12-08,38.769492,-9.122116,8
Avenida de Berlim,2023-12-09,38.769492,-9.122116,8
Avenida de Berlim,2023-12-10,38.769492,-9.122116,8
Avenida de Berlim,2023-12-11,38.769492,-9.122116,8
Avenida de Berlim,2023-12-12,38.769492,-9.122116,8
Avenida de Berlim,2023-12-13,38.769492,-9.122116,8
Avenida de Berlim,2023-12-14,38.769492,-9.122116,9
Avenida de Berlim,2023-12-15,38.769492,-9.122116,9
Avenida de Berlim,2023-12-16,38.769492,-9.122116,9
Avenida de Berlim,2023-12-17,38.769492,-9.122116,8
Avenida de Berlim,2023-12-18,38.769492,-9.122116,8
Avenida de Berlim,2023-12-19,38.769492,-9.122116,9
Avenida de Berlim,2023-12-20,38.769492,-9.122116,8
Avenida de Berlim,2023-12-21,38.769492,-9.122116,8
Avenida de Berlim,2023-12-22,38.769492,-9.122116,8
Avenida de Berlim,2023-12-23,38.769492,-9.122116,8
Avenida de Berlim,2023-12-24,38.769492,-9.122116,6
Avenida de Berlim,2023-12-25,38.769492,-9.122116,7
Avenida de Berlim,2023-12-26,38.769492,-9.122116,7
Avenida de Berlim,2023-12-27,38.769492,-9.122116,8
Avenida de Berlim,2023-12-28,38.769492,-9.122116,8
Avenida de Berlim,2023-12-29,38.769492,-9.122116,8
Avenida de Berlim,2023-12-30,38.769492,-9.122116,8
Avenida de Berlim,2023-12-31,38.769492,-9.122116,6
Avenida de Berlim,2024-01-01,38.769492,-9.122116,6
Avenida de Berlim,2024-01-02,38.769492,-9.122116,8
Avenida de Berlim,2024-01-03,38.769492,-9.122116,7
Avenida de Berlim,2024-01-04,38.769492,-9.122116,8
Avenida de Berlim,2024-01-05,38.769492,-9.122116,8
Avenida de Berlim,2024-01-06,38.769492,-9.122116,8
Avenida de Berlim,2024-01-07,38.769492,-9.122116,8
Avenida de Berlim,2024-01-08,38.769492,-9.122116,9
Avenida de Berlim,2024-01-09,38.769492,-9.122116,8
Avenida de Berlim,2024-01-10,38.769492,-9.122116,8
Avenida de Berlim,2024-01-11,38.769492,-9.122116,9
Avenida de Berlim,2024-01-12,38.769492,-9.122116,8
Avenida de Berlim,2024-01-13,38.769492,-9.122116,8
Avenida de Berlim,2024-01-14,38.769492,-9.122116,4
Avenida de Berlim,2024-01-15,38.769492,-9.122116,7
Calçada de Carriche,2021-07-15,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-16,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-17,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-18,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-19,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-20,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-21,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-22,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-23,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-24,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-25,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-26,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-27,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-28,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-29,38.78365404,-9.166856353,0
Calçada de Carriche,2021-07-30,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-01,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-02,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-03,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-04,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-05,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-06,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-07,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-08,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-09,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-10,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-11,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-12,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-13,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-14,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-15,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-16,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-17,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-18,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-19,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-20,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-21,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-22,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-23,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-24,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-25,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-26,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-27,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-28,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-29,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-30,38.78365404,-9.166856353,0
Calçada de Carriche,2021-08-31,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-01,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-02,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-03,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-04,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-05,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-06,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-07,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-08,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-09,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-10,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-11,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-12,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-13,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-14,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-15,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-16,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-17,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-18,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-19,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-20,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-21,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-22,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-23,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-24,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-25,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-26,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-27,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-28,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-29,38.78365404,-9.166856353,0
Calçada de Carriche,2021-09-30,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-01,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-02,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-03,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-04,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-05,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-06,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-07,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-08,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-13,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-14,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-15,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-16,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-17,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-18,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-19,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-20,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-21,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-22,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-23,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-24,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-25,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-26,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-27,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-28,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-29,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-30,38.78365404,-9.166856353,0
Calçada de Carriche,2021-10-31,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-01,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-02,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-03,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-04,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-05,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-06,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-07,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-08,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-09,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-10,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-15,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-16,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-17,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-18,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-19,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-20,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-21,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-22,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-23,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-24,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-25,38.78365404,-9.166856353,0
Calçada de Carriche,2021-11-26,38.78365404,-9.166856353,9
Calçada de Carriche,2021-11-27,38.78365404,-9.166856353,6
Calçada de Carriche,2021-11-28,38.78365404,-9.166856353,8
Calçada de Carriche,2021-11-29,38.78365404,-9.166856353,9
Calçada de Carriche,2021-11-30,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-01,38.78365404,-9.166856353,5
Calçada de Carriche,2021-12-02,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-03,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-04,38.78365404,-9.166856353,6
Calçada de Carriche,2021-12-05,38.78365404,-9.166856353,6
Calçada de Carriche,2021-12-06,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-07,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-08,38.78365404,-9.166856353,6
Calçada de Carriche,2021-12-09,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-10,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-11,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-12,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-13,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-14,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-15,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-16,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-17,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-18,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-19,38.78365404,-9.166856353,6
Calçada de Carriche,2021-12-20,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-21,38.78365404,-9.166856353,9
Calçada de Carriche,2021-12-22,38.78365404,-9.166856353,8
Calçada de Carriche,2021-12-23,38.78365404,-9.166856353,8
Calçada de Carriche,2021-12-24,38.78365404,-9.166856353,6
Calçada de Carriche,2021-12-25,38.78365404,-9.166856353,5
Calçada de Carriche,2021-12-26,38.78365404,-9.166856353,5
Calçada de Carriche,2021-12-27,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-28,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-29,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-30,38.78365404,-9.166856353,7
Calçada de Carriche,2021-12-31,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-01,38.78365404,-9.166856353,4
Calçada de Carriche,2022-01-02,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-03,38.78365404,-9.166856353,7
Calçada de Carriche,2022-01-04,38.78365404,-9.166856353,7
Calçada de Carriche,2022-01-05,38.78365404,-9.166856353,7
Calçada de Carriche,2022-01-07,38.78365404,-9.166856353,7
Calçada de Carriche,2022-01-08,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-09,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-10,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-11,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-12,38.78365404,-9.166856353,8
Calçada de Carriche,2022-01-13,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-14,38.78365404,-9.166856353,8
Calçada de Carriche,2022-01-15,38.78365404,-9.166856353,6
Calçada de Carriche,2022-01-16,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-17,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-18,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-19,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-20,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-21,38.78365404,-9.166856353,8
Calçada de Carriche,2022-01-22,38.78365404,-9.166856353,6
Calçada de Carriche,2022-01-23,38.78365404,-9.166856353,5
Calçada de Carriche,2022-01-24,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-25,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-26,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-27,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-28,38.78365404,-9.166856353,9
Calçada de Carriche,2022-01-29,38.78365404,-9.166856353,6
Calçada de Carriche,2022-01-30,38.78365404,-9.166856353,6
Calçada de Carriche,2022-01-31,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-01,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-02,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-03,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-04,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-05,38.78365404,-9.166856353,6
Calçada de Carriche,2022-02-06,38.78365404,-9.166856353,7
Calçada de Carriche,2022-02-07,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-08,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-09,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-10,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-11,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-12,38.78365404,-9.166856353,6
Calçada de Carriche,2022-02-13,38.78365404,-9.166856353,5
Calçada de Carriche,2022-02-14,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-15,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-16,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-17,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-18,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-19,38.78365404,-9.166856353,6
Calçada de Carriche,2022-02-20,38.78365404,-9.166856353,8
Calçada de Carriche,2022-02-21,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-22,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-23,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-24,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-25,38.78365404,-9.166856353,9
Calçada de Carriche,2022-02-26,38.78365404,-9.166856353,6
Calçada de Carriche,2022-02-27,38.78365404,-9.166856353,6
Calçada de Carriche,2022-02-28,38.78365404,-9.166856353,8
Calçada de Carriche,2022-03-01,38.78365404,-9.166856353,6
Calçada de Carriche,2022-03-02,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-03,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-04,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-05,38.78365404,-9.166856353,6
Calçada de Carriche,2022-03-06,38.78365404,-9.166856353,6
Calçada de Carriche,2022-03-07,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-08,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-09,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-10,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-11,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-12,38.78365404,-9.166856353,5
Calçada de Carriche,2022-03-13,38.78365404,-9.166856353,5
Calçada de Carriche,2022-03-14,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-15,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-16,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-22,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-23,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-24,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-25,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-26,38.78365404,-9.166856353,6
Calçada de Carriche,2022-03-27,38.78365404,-9.166856353,5
Calçada de Carriche,2022-03-28,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-29,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-30,38.78365404,-9.166856353,9
Calçada de Carriche,2022-03-31,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-01,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-02,38.78365404,-9.166856353,7
Calçada de Carriche,2022-04-03,38.78365404,-9.166856353,7
Calçada de Carriche,2022-04-04,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-05,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-06,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-07,38.78365404,-9.166856353,10
Calçada de Carriche,2022-04-08,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-09,38.78365404,-9.166856353,6
Calçada de Carriche,2022-04-10,38.78365404,-9.166856353,5
Calçada de Carriche,2022-04-11,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-12,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-13,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-14,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-15,38.78365404,-9.166856353,5
Calçada de Carriche,2022-04-16,38.78365404,-9.166856353,5
Calçada de Carriche,2022-04-17,38.78365404,-9.166856353,8
Calçada de Carriche,2022-04-18,38.78365404,-9.166856353,8
Calçada de Carriche,2022-04-19,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-20,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-21,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-22,38.78365404,-9.166856353,9
Calçada de Carriche,2022-04-23,38.78365404,-9.166856353,6
Calçada de Carriche,2022-04-24,38.78365404,-9.166856353,5
Calçada de Carriche,2022-04-25,38.78365404,-9.166856353,5
