hour,parking_lot,capacity,dia_x,date,weekday,entries,exits,occupancy,traffic_score,total_flow,hourly_flow_rate,temp_min_c,temp_max_c
1,P023,180.0,33.0,2022-02-02,2.0,46.0,3.0,54.0,1.0,49.0,49.0,,
2,P023,180.0,33.0,2022-02-02,2.0,94.0,8.0,54.0,1.0,102.0,102.0,,
3,P023,180.0,33.0,2022-02-02,2.0,56.0,9.0,54.0,5.4,65.0,65.0,,
4,P023,180.0,33.0,2022-02-02,2.0,0.0,5.0,54.0,1.0,5.0,5.0,,
5,P023,180.0,33.0,2022-02-02,2.0,1.0,5.0,54.0,1.0,6.0,6.0,,
6,P023,180.0,33.0,2022-02-02,2.0,2.0,5.0,54.0,3.0,7.0,7.0,,
7,P023,180.0,33.0,2022-02-02,2.0,2.0,13.0,52.0,6.0,15.0,15.0,,
8,P023,180.0,33.0,2022-02-02,2.0,2.0,45.0,42.0,9.0,47.0,47.0,,
9,P023,180.0,33.0,2022-02-02,2.0,8.0,133.0,32.0,8.0,141.0,141.0,,
10,P023,180.0,33.0,2022-02-02,2.0,1.0,50.0,26.0,0.0,51.0,51.0,,
11,P023,180.0,33.0,2022-02-02,2.0,0.0,15.0,25.0,6.0,15.0,15.0,,
12,P023,180.0,33.0,2022-02-02,2.0,9.0,41.0,27.0,6.0,50.0,50.0,,
13,P023,180.0,33.0,2022-02-02,2.0,9.0,74.0,31.0,6.0,83.0,83.0,,
14,P023,180.0,33.0,2022-02-02,2.0,0.0,24.0,21.0,7.0,24.0,24.0,,
15,P023,180.0,33.0,2022-02-02,2.0,4.0,31.0,25.0,6.0,35.0,35.0,,
16,P023,180.0,33.0,2022-02-02,2.0,12.0,23.0,26.0,2.0,35.0,35.0,,
17,P023,180.0,33.0,2022-02-02,2.0,60.0,7.0,33.0,7.0,67.0,67.0,,
18,P023,180.0,33.0,2022-02-02,2.0,26.0,2.0,38.0,7.0,28.0,28.0,,
19,P023,180.0,33.0,2022-02-02,2.0,49.0,4.0,48.0,2.0,53.0,53.0,,
20,P023,180.0,33.0,2022-02-02,2.0,121.0,8.0,52.0,2.0,129.0,129.0,,
21,P023,180.0,33.0,2022-02-02,2.0,24.0,2.0,53.0,4.0,26.0,26.0,,
22,P023,180.0,33.0,2022-02-02,2.0,30.0,5.0,54.0,3.0,35.0,35.0,,
23,P023,180.0,33.0,2022-02-02,2.0,140.0,13.0,54.0,3.0,153.0,153.0,,
0,P023,180.0,34.0,2022-02-03,3.0,6.0,3.0,55.0,2.0,9.0,9.0,,
1,P023,180.0,34.0,2022-02-03,3.0,2.0,2.0,55.0,1.0,4.0,4.0,,
2,P023,180.0,34.0,2022-02-03,3.0,8.0,4.0,55.0,1.0,12.0,12.0,,
3,P023,180.0,34.0,2022-02-03,3.0,20.0,8.0,55.0,1.0,28.0,28.0,,
4,P023,180.0,34.0,2022-02-03,3.0,1.0,7.0,55.0,1.0,8.0,8.0,,
5,P023,180.0,34.0,2022-02-03,3.0,0.0,7.0,55.0,1.0,7.0,7.0,,
6,P023,180.0,34.0,2022-02-03,3.0,0.0,10.0,55.0,3.0,10.0,10.0,,
7,P023,180.0,34.0,2022-02-03,3.0,0.0,19.0,51.0,6.0,19.0,19.0,,
8,P023,180.0,34.0,2022-02-03,3.0,4.0,138.0,40.0,7.0,142.0,142.0,,
9,P023,180.0,34.0,2022-02-03,3.0,1.0,23.0,33.0,2.0,24.0,24.0,,
10,P023,180.0,34.0,2022-02-03,3.0,2.0,105.0,24.0,7.0,107.0,107.0,,
11,P023,180.0,34.0,2022-02-03,3.0,2.0,61.0,23.0,6.0,63.0,63.0,,
12,P023,180.0,34.0,2022-02-03,3.0,3.0,29.0,20.0,6.0,32.0,32.0,,
13,P023,180.0,34.0,2022-02-03,3.0,9.0,72.0,24.0,6.0,81.0,81.0,,
14,P023,180.0,34.0,2022-02-03,3.0,3.0,16.0,21.0,7.0,19.0,19.0,,
15,P023,180.0,34.0,2022-02-03,3.0,10.0,17.0,22.0,6.0,27.0,27.0,,
16,P023,180.0,34.0,2022-02-03,3.0,1.0,15.0,21.0,4.0,16.0,16.0,,
17,P023,180.0,34.0,2022-02-03,3.0,28.0,4.0,26.0,9.0,32.0,32.0,,
18,P023,180.0,34.0,2022-02-03,3.0,116.0,8.0,41.0,7.0,124.0,124.0,,
19,P023,180.0,34.0,2022-02-03,3.0,85.0,4.0,46.0,7.0,89.0,89.0,,
20,P023,180.0,34.0,2022-02-03,3.0,33.0,6.0,50.0,5.0,39.0,39.0,,
21,P023,180.0,34.0,2022-02-03,3.0,5.0,0.0,50.0,3.0,5.0,5.0,,
22,P023,180.0,34.0,2022-02-03,3.0,7.0,1.0,52.0,3.0,8.0,8.0,,
23,P023,180.0,34.0,2022-02-03,3.0,28.0,4.0,54.0,3.0,32.0,32.0,,
0,P023,180.0,35.0,2022-02-04,4.0,9.0,1.0,58.0,2.0,10.0,10.0,,
1,P023,180.0,35.0,2022-02-04,4.0,4.0,0.0,58.0,1.0,4.0,4.0,,
2,P023,180.0,35.0,2022-02-04,4.0,7.0,3.0,58.0,1.0,10.0,10.0,,
3,P023,180.0,35.0,2022-02-04,4.0,88.0,7.0,58.0,1.0,95.0,95.0,,
4,P023,180.0,35.0,2022-02-04,4.0,0.0,3.0,58.0,1.0,3.0,3.0,,
5,P023,180.0,35.0,2022-02-04,4.0,9.0,9.0,58.0,1.0,18.0,18.0,,
6,P023,180.0,35.0,2022-02-04,4.0,1.0,6.0,58.0,3.0,7.0,7.0,,
7,P023,180.0,35.0,2022-02-04,4.0,0.0,7.0,55.0,8.0,7.0,7.0,,
8,P023,180.0,35.0,2022-02-04,4.0,0.0,32.0,50.0,2.0,32.0,32.0,,
9,P023,180.0,35.0,2022-02-04,4.0,10.0,20.0,36.0,3.0,30.0,30.0,,
10,P023,180.0,35.0,2022-02-04,4.0,12.0,111.0,26.0,7.0,123.0,123.0,,
11,P023,180.0,35.0,2022-02-04,4.0,5.0,173.0,20.0,6.0,178.0,178.0,,
12,P023,180.0,35.0,2022-02-04,4.0,3.0,9.0,25.0,7.0,12.0,12.0,,
13,P023,180.0,35.0,2022-02-04,4.0,4.0,23.0,27.0,7.0,27.0,27.0,,
14,P023,180.0,35.0,2022-02-04,4.0,14.0,40.0,25.0,8.0,54.0,54.0,,
15,P023,180.0,35.0,2022-02-04,4.0,76.0,7.0,34.0,5.0,83.0,83.0,,
16,P023,180.0,35.0,2022-02-04,4.0,27.0,4.0,37.0,1.0,31.0,31.0,,
17,P023,180.0,35.0,2022-02-04,4.0,25.0,2.0,38.0,8.0,27.0,27.0,,
18,P023,180.0,35.0,2022-02-04,4.0,14.0,7.0,40.0,7.0,21.0,21.0,,
19,P023,180.0,35.0,2022-02-04,4.0,52.0,3.0,49.0,7.0,55.0,55.0,,
20,P023,180.0,35.0,2022-02-04,4.0,74.0,6.0,51.0,6.0,80.0,80.0,,
21,P023,180.0,35.0,2022-02-04,4.0,22.0,4.0,54.0,2.0,26.0,26.0,,
22,P023,180.0,35.0,2022-02-04,4.0,47.0,4.0,54.0,3.0,51.0,51.0,,
23,P023,180.0,35.0,2022-02-04,4.0,26.0,5.0,54.0,3.0,31.0,31.0,,
0,P023,180.0,36.0,2022-02-05,5.0,70.0,4.0,56.0,3.0,74.0,74.0,,
1,P023,180.0,36.0,2022-02-05,5.0,39.0,3.0,58.0,2.0,42.0,42.0,,
2,P023,180.0,36.0,2022-02-05,5.0,14.0,3.0,58.0,1.0,17.0,17.0,,
3,P023,180.0,36.0,2022-02-05,5.0,8.0,1.0,58.0,1.0,9.0,9.0,,
4,P023,180.0,36.0,2022-02-05,5.0,8.0,3.0,58.0,1.0,11.0,11.0,,
5,P023,180.0,36.0,2022-02-05,5.0,10.0,8.0,58.0,1.0,18.0,18.0,,
6,P023,180.0,36.0,2022-02-05,5.0,0.0,8.0,57.0,2.0,8.0,8.0,,
7,P023,180.0,36.0,2022-02-05,5.0,0.0,15.0,55.0,3.0,15.0,15.0,,
8,P023,180.0,36.0,2022-02-05,5.0,0.0,47.0,49.0,4.0,47.0,47.0,,
9,P023,180.0,36.0,2022-02-05,5.0,4.0,77.0,34.0,6.0,81.0,81.0,,
10,P023,180.0,36.0,2022-02-05,5.0,5.0,76.0,25.0,1.0,81.0,81.0,,
11,P023,180.0,36.0,2022-02-05,5.0,7.0,66.0,28.0,5.0,73.0,73.0,,
12,P023,180.0,36.0,2022-02-05,5.0,2.0,45.0,27.0,6.0,47.0,47.0,,
13,P023,180.0,36.0,2022-02-05,5.0,25.0,124.0,31.0,5.0,149.0,149.0,,
14,P023,180.0,36.0,2022-02-05,5.0,14.0,1.0,33.0,5.0,15.0,15.0,,
15,P023,180.0,36.0,2022-02-05,5.0,26.0,3.0,36.0,5.0,29.0,29.0,,
16,P023,180.0,36.0,2022-02-05,5.0,14.0,12.0,38.0,2.0,26.0,26.0,,
17,P023,180.0,36.0,2022-02-05,5.0,6.0,4.0,38.0,3.0,10.0,10.0,,
18,P023,180.0,36.0,2022-02-05,5.0,45.0,4.0,42.0,3.0,49.0,49.0,,
19,P023,180.0,36.0,2022-02-05,5.0,10.0,1.0,45.0,6.0,11.0,11.0,,
20,P023,180.0,36.0,2022-02-05,5.0,47.0,3.0,48.0,6.0,50.0,50.0,,
21,P023,180.0,36.0,2022-02-05,5.0,35.0,5.0,49.0,4.0,40.0,40.0,,
22,P023,180.0,36.0,2022-02-05,5.0,27.0,2.0,49.0,3.0,29.0,29.0,,
23,P023,180.0,36.0,2022-02-05,5.0,81.0,5.0,53.0,4.0,86.0,86.0,,
0,P023,180.0,37.0,2022-02-06,6.0,28.0,4.0,54.0,3.0,32.0,32.0,,
1,P023,180.0,37.0,2022-02-06,6.0,7.0,1.0,55.0,1.0,8.0,8.0,,
2,P023,180.0,37.0,2022-02-06,6.0,24.0,6.0,55.0,1.0,30.0,30.0,,
3,P023,180.0,37.0,2022-02-06,6.0,1.0,7.0,55.0,1.0,8.0,8.0,,
4,P023,180.0,37.0,2022-02-06,6.0,8.0,5.0,55.0,1.0,13.0,13.0,,
5,P023,180.0,37.0,2022-02-06,6.0,0.0,4.0,55.0,1.0,4.0,4.0,,
6,P023,180.0,37.0,2022-02-06,6.0,40.0,7.0,55.0,1.0,47.0,47.0,,
7,P023,180.0,37.0,2022-02-06,6.0,0.0,6.0,55.0,1.0,6.0,6.0,,
8,P023,180.0,37.0,2022-02-06,6.0,5.0,0.0,56.0,2.0,5.0,5.0,,
9,P023,180.0,37.0,2022-02-06,6.0,1.0,29.0,53.0,1.0,30.0,30.0,,
10,P023,180.0,37.0,2022-02-06,6.0,0.0,5.0,52.0,0.0,5.0,5.0,,
11,P023,180.0,37.0,2022-02-06,6.0,0.0,7.0,52.0,4.0,7.0,7.0,,
12,P023,180.0,37.0,2022-02-06,6.0,0.0,16.0,50.0,4.0,16.0,16.0,,
13,P023,180.0,37.0,2022-02-06,6.0,0.0,29.0,46.0,4.0,29.0,29.0,,
14,P023,180.0,37.0,2022-02-06,6.0,0.0,42.0,44.0,4.0,42.0,42.0,,
15,P023,180.0,37.0,2022-02-06,6.0,0.0,13.0,43.0,5.0,13.0,13.0,,
16,P023,180.0,37.0,2022-02-06,6.0,2.0,9.0,43.0,2.0,11.0,11.0,,
17,P023,180.0,37.0,2022-02-06,6.0,10.0,34.0,45.0,6.0,44.0,44.0,,
18,P023,180.0,37.0,2022-02-06,6.0,23.0,4.0,50.0,6.0,27.0,27.0,,
19,P023,180.0,37.0,2022-02-06,6.0,43.0,5.0,50.0,7.0,48.0,48.0,,
20,P023,180.0,37.0,2022-02-06,6.0,39.0,4.0,52.0,3.0,43.0,43.0,,
21,P023,180.0,37.0,2022-02-06,6.0,9.0,0.0,52.0,2.0,9.0,9.0,,
22,P023,180.0,37.0,2022-02-06,6.0,4.0,4.0,53.0,1.0,8.0,8.0,,
23,P023,180.0,37.0,2022-02-06,6.0,32.0,4.0,56.0,4.0,36.0,36.0,,
0,P023,180.0,38.0,2022-02-07,0.0,15.0,0.0,57.0,2.0,15.0,15.0,14.1,20.0
1,P023,180.0,38.0,2022-02-07,0.0,6.0,2.0,58.0,1.0,8.0,8.0,14.1,20.0
2,P023,180.0,38.0,2022-02-07,0.0,54.0,7.0,58.0,5.4,61.0,61.0,14.1,20.0
3,P023,180.0,38.0,2022-02-07,0.0,0.0,3.0,58.0,5.4,3.0,3.0,14.1,20.0
4,P023,180.0,38.0,2022-02-07,0.0,9.0,4.0,58.0,1.0,13.0,13.0,14.1,20.0
5,P023,180.0,38.0,2022-02-07,0.0,20.0,4.0,58.0,1.0,24.0,24.0,14.1,20.0
6,P023,180.0,38.0,2022-02-07,0.0,0.0,10.0,57.0,3.0,10.0,10.0,14.1,20.0
7,P023,180.0,38.0,2022-02-07,0.0,0.0,8.0,56.0,2.0,8.0,8.0,14.1,20.0
8,P023,180.0,38.0,2022-02-07,0.0,0.0,26.0,49.0,7.0,26.0,26.0,14.1,20.0
9,P023,180.0,38.0,2022-02-07,0.0,3.0,93.0,34.0,8.0,96.0,96.0,14.1,20.0
10,P023,180.0,38.0,2022-02-07,0.0,6.0,187.0,26.0,0.0,193.0,193.0,14.1,20.0
11,P023,180.0,38.0,2022-02-07,0.0,3.0,103.0,25.0,6.0,106.0,106.0,14.1,20.0
12,P023,180.0,38.0,2022-02-07,0.0,19.0,30.0,31.0,6.0,49.0,49.0,14.1,20.0
13,P023,180.0,38.0,2022-02-07,0.0,71.0,6.0,36.0,6.0,77.0,77.0,14.1,20.0
14,P023,180.0,38.0,2022-02-07,0.0,23.0,9.0,33.0,6.0,32.0,32.0,14.1,20.0
15,P023,180.0,38.0,2022-02-07,0.0,0.0,35.0,27.0,6.0,35.0,35.0,14.1,20.0
16,P023,180.0,38.0,2022-02-07,0.0,8.0,0.0,32.0,3.0,8.0,8.0,14.1,20.0
17,P023,180.0,38.0,2022-02-07,0.0,39.0,21.0,40.0,8.0,60.0,60.0,14.1,20.0
18,P023,180.0,38.0,2022-02-07,0.0,48.0,11.0,43.0,9.0,59.0,59.0,14.1,20.0
19,P023,180.0,38.0,2022-02-07,0.0,44.0,8.0,48.0,2.0,52.0,52.0,14.1,20.0
20,P023,180.0,38.0,2022-02-07,0.0,21.0,2.0,53.0,2.0,23.0,23.0,14.1,20.0
21,P023,180.0,38.0,2022-02-07,0.0,18.0,4.0,55.0,4.0,22.0,22.0,14.1,20.0
22,P023,180.0,38.0,2022-02-07,0.0,2.0,3.0,56.0,3.0,5.0,5.0,14.1,20.0
23,P023,180.0,38.0,2022-02-07,0.0,126.0,13.0,56.0,1.0,139.0,139.0,14.1,20.0
0,P023,180.0,39.0,2022-02-08,1.0,0.0,3.0,56.0,1.0,3.0,3.0,12.5,14.4
1,P023,180.0,39.0,2022-02-08,1.0,58.0,7.0,56.0,1.0,65.0,65.0,12.5,14.4
2,P023,180.0,39.0,2022-02-08,1.0,1.0,4.0,56.0,1.0,5.0,5.0,12.5,14.4
3,P023,180.0,39.0,2022-02-08,1.0,0.0,4.0,56.0,5.4,4.0,4.0,12.5,14.4
4,P023,180.0,39.0,2022-02-08,1.0,46.0,6.0,56.0,1.0,52.0,52.0,12.5,14.4
5,P023,180.0,39.0,2022-02-08,1.0,0.0,3.0,56.0,1.0,3.0,3.0,12.5,14.4
6,P023,180.0,39.0,2022-02-08,1.0,1.0,9.0,56.0,3.0,10.0,10.0,12.5,14.4
7,P023,180.0,39.0,2022-02-08,1.0,0.0,8.0,52.0,7.0,8.0,8.0,12.5,14.4
8,P023,180.0,39.0,2022-02-08,1.0,0.0,43.0,46.0,3.0,43.0,43.0,12.5,14.4
9,P023,180.0,39.0,2022-02-08,1.0,5.0,113.0,35.0,9.0,118.0,118.0,12.5,14.4
10,P023,180.0,39.0,2022-02-08,1.0,4.0,42.0,27.0,0.0,46.0,46.0,12.5,14.4
11,P023,180.0,39.0,2022-02-08,1.0,9.0,149.0,28.0,6.0,158.0,158.0,12.5,14.4
12,P023,180.0,39.0,2022-02-08,1.0,2.0,31.0,30.0,6.0,33.0,33.0,12.5,14.4
13,P023,180.0,39.0,2022-02-08,1.0,22.0,4.0,33.0,6.0,26.0,26.0,12.5,14.4
14,P023,180.0,39.0,2022-02-08,1.0,0.0,14.0,18.0,7.0,14.0,14.0,12.5,14.4
15,P023,180.0,39.0,2022-02-08,1.0,3.0,112.0,12.0,6.0,115.0,115.0,12.5,14.4
16,P023,180.0,39.0,2022-02-08,1.0,20.0,24.0,20.0,4.0,44.0,44.0,12.5,14.4
17,P023,180.0,39.0,2022-02-08,1.0,46.0,3.0,29.0,2.0,49.0,49.0,12.5,14.4
18,P023,180.0,39.0,2022-02-08,1.0,96.0,8.0,42.0,2.0,104.0,104.0,12.5,14.4
19,P023,180.0,39.0,2022-02-08,1.0,19.0,1.0,50.0,2.0,20.0,20.0,12.5,14.4
20,P023,180.0,39.0,2022-02-08,1.0,111.0,6.0,51.0,2.0,117.0,117.0,12.5,14.4
21,P023,180.0,39.0,2022-02-08,1.0,30.0,9.0,58.0,2.0,39.0,39.0,12.5,14.4
22,P023,180.0,39.0,2022-02-08,1.0,110.0,14.0,58.0,4.0,124.0,124.0,12.5,14.4
23,P023,180.0,39.0,2022-02-08,1.0,18.0,4.0,58.0,2.0,22.0,22.0,12.5,14.4
0,P023,180.0,40.0,2022-02-09,2.0,0.0,10.0,58.0,1.0,10.0,10.0,,
1,P023,180.0,40.0,2022-02-09,2.0,12.0,11.0,58.0,1.0,23.0,23.0,,
2,P023,180.0,40.0,2022-02-09,2.0,74.0,12.0,59.0,1.0,86.0,86.0,,
3,P023,180.0,40.0,2022-02-09,2.0,8.0,5.0,59.0,1.0,13.0,13.0,,
4,P023,180.0,40.0,2022-02-09,2.0,49.0,14.0,59.0,1.0,63.0,63.0,,
5,P023,180.0,40.0,2022-02-09,2.0,0.0,7.0,59.0,1.0,7.0,7.0,,
6,P023,180.0,40.0,2022-02-09,2.0,11.0,12.0,58.0,3.0,23.0,23.0,,
7,P023,180.0,40.0,2022-02-09,2.0,0.0,20.0,57.0,6.0,20.0,20.0,,
8,P023,180.0,40.0,2022-02-09,2.0,0.0,36.0,51.0,9.0,36.0,36.0,,
9,P023,180.0,40.0,2022-02-09,2.0,2.0,78.0,43.0,7.0,80.0,80.0,,
10,P023,180.0,40.0,2022-02-09,2.0,7.0,198.0,32.0,4.0,205.0,205.0,,
11,P023,180.0,40.0,2022-02-09,2.0,17.0,100.0,32.0,6.0,117.0,117.0,,
12,P023,180.0,40.0,2022-02-09,2.0,33.0,13.0,36.0,6.0,46.0,46.0,,
13,P023,180.0,40.0,2022-02-09,2.0,15.0,29.0,36.0,6.0,44.0,44.0,,
14,P023,180.0,40.0,2022-02-09,2.0,6.0,30.0,32.0,7.0,36.0,36.0,,
15,P023,180.0,40.0,2022-02-09,2.0,14.0,8.0,34.0,7.0,22.0,22.0,,
16,P023,180.0,40.0,2022-02-09,2.0,1.0,38.0,35.0,6.0,39.0,39.0,,
17,P023,180.0,40.0,2022-02-09,2.0,6.0,1.0,42.0,0.0,7.0,7.0,,
18,P023,180.0,40.0,2022-02-09,2.0,63.0,17.0,44.0,7.0,80.0,80.0,,
19,P023,180.0,40.0,2022-02-09,2.0,85.0,11.0,51.0,6.0,96.0,96.0,,
20,P023,180.0,40.0,2022-02-09,2.0,60.0,12.0,51.0,5.0,72.0,72.0,,
21,P023,180.0,40.0,2022-02-09,2.0,18.0,6.0,51.0,5.4,24.0,24.0,,
22,P023,180.0,40.0,2022-02-09,2.0,51.0,4.0,56.0,3.0,55.0,55.0,,
23,P023,180.0,40.0,2022-02-09,2.0,54.0,10.0,56.0,3.0,64.0,64.0,,
0,P023,180.0,41.0,2022-02-10,3.0,6.0,6.0,56.0,2.0,12.0,12.0,,
1,P023,180.0,41.0,2022-02-10,3.0,47.0,10.0,57.0,1.0,57.0,57.0,,
2,P023,180.0,41.0,2022-02-10,3.0,35.0,8.0,57.0,1.0,43.0,43.0,,
3,P023,180.0,41.0,2022-02-10,3.0,11.0,5.0,57.0,5.4,16.0,16.0,,
4,P023,180.0,41.0,2022-02-10,3.0,0.0,7.0,57.0,1.0,7.0,7.0,,
5,P023,180.0,41.0,2022-02-10,3.0,1.0,10.0,57.0,1.0,11.0,11.0,,
6,P023,180.0,41.0,2022-02-10,3.0,1.0,11.0,57.0,3.0,12.0,12.0,,
7,P023,180.0,41.0,2022-02-10,3.0,4.0,11.0,56.0,6.0,15.0,15.0,,
8,P023,180.0,41.0,2022-02-10,3.0,0.0,72.0,49.0,9.0,72.0,72.0,,
9,P023,180.0,41.0,2022-02-10,3.0,4.0,125.0,39.0,1.0,129.0,129.0,,
10,P023,180.0,41.0,2022-02-10,3.0,3.0,116.0,33.0,6.0,119.0,119.0,,
11,P023,180.0,41.0,2022-02-10,3.0,11.0,73.0,35.0,7.0,84.0,84.0,,
12,P023,180.0,41.0,2022-02-10,3.0,0.0,32.0,29.0,6.0,32.0,32.0,,
13,P023,180.0,41.0,2022-02-10,3.0,2.0,54.0,32.0,6.0,56.0,56.0,,
14,P023,180.0,41.0,2022-02-10,3.0,3.0,89.0,26.0,8.0,92.0,92.0,,
15,P023,180.0,41.0,2022-02-10,3.0,5.0,52.0,20.0,6.0,57.0,57.0,,
16,P023,180.0,41.0,2022-02-10,3.0,33.0,3.0,26.0,2.0,36.0,36.0,,
17,P023,180.0,41.0,2022-02-10,3.0,9.0,8.0,30.0,9.0,17.0,17.0,,
18,P023,180.0,41.0,2022-02-10,3.0,22.0,21.0,32.0,8.0,43.0,43.0,,
19,P023,180.0,41.0,2022-02-10,3.0,101.0,5.0,41.0,6.0,106.0,106.0,,
20,P023,180.0,41.0,2022-02-10,3.0,91.0,6.0,52.0,6.0,97.0,97.0,,
21,P023,180.0,41.0,2022-02-10,3.0,100.0,7.0,53.0,1.0,107.0,107.0,,
22,P023,180.0,41.0,2022-02-10,3.0,24.0,9.0,53.0,3.0,33.0,33.0,,
23,P023,180.0,41.0,2022-02-10,3.0,90.0,11.0,54.0,2.0,101.0,101.0,,
0,P023,180.0,42.0,2022-02-11,4.0,107.0,10.0,54.0,2.0,117.0,117.0,,
1,P023,180.0,42.0,2022-02-11,4.0,37.0,3.0,57.0,1.0,40.0,40.0,,
2,P023,180.0,42.0,2022-02-11,4.0,21.0,4.0,57.0,1.0,25.0,25.0,,
3,P023,180.0,42.0,2022-02-11,4.0,6.0,6.0,57.0,1.0,12.0,12.0,,
4,P023,180.0,42.0,2022-02-11,4.0,2.0,8.0,57.0,1.0,10.0,10.0,,
5,P023,180.0,42.0,2022-02-11,4.0,0.0,11.0,57.0,1.0,11.0,11.0,,
6,P023,180.0,42.0,2022-02-11,4.0,6.0,6.0,57.0,3.0,12.0,12.0,,
7,P023,180.0,42.0,2022-02-11,4.0,0.0,17.0,55.0,6.0,17.0,17.0,,
8,P023,180.0,42.0,2022-02-11,4.0,0.0,19.0,51.0,9.0,19.0,19.0,,
9,P023,180.0,42.0,2022-02-11,4.0,0.0,38.0,44.0,7.0,38.0,38.0,,
10,P023,180.0,42.0,2022-02-11,4.0,13.0,82.0,34.0,1.0,95.0,95.0,,
11,P023,180.0,42.0,2022-02-11,4.0,7.0,141.0,32.0,6.0,148.0,148.0,,
12,P023,180.0,42.0,2022-02-11,4.0,9.0,84.0,30.0,7.0,93.0,93.0,,
13,P023,180.0,42.0,2022-02-11,4.0,12.0,32.0,32.0,7.0,44.0,44.0,,
14,P023,180.0,42.0,2022-02-11,4.0,11.0,103.0,27.0,7.0,114.0,114.0,,
15,P023,180.0,42.0,2022-02-11,4.0,20.0,150.0,26.0,7.0,170.0,170.0,,
16,P023,180.0,42.0,2022-02-11,4.0,11.0,23.0,28.0,5.0,34.0,34.0,,
17,P023,180.0,42.0,2022-02-11,4.0,38.0,23.0,31.0,2.0,61.0,61.0,,
18,P023,180.0,42.0,2022-02-11,4.0,61.0,7.0,34.0,7.0,68.0,68.0,,
19,P023,180.0,42.0,2022-02-11,4.0,32.0,2.0,41.0,7.0,34.0,34.0,,
20,P023,180.0,42.0,2022-02-11,4.0,52.0,7.0,44.0,7.0,59.0,59.0,,
21,P023,180.0,42.0,2022-02-11,4.0,61.0,4.0,45.0,2.0,65.0,65.0,,
22,P023,180.0,42.0,2022-02-11,4.0,66.0,4.0,46.0,4.0,70.0,70.0,,
23,P023,180.0,42.0,2022-02-11,4.0,48.0,2.0,47.0,2.0,50.0,50.0,,
0,P023,180.0,43.0,2022-02-12,5.0,4.0,4.0,46.0,3.0,8.0,8.0,,
1,P023,180.0,43.0,2022-02-12,5.0,51.0,2.0,49.0,1.0,53.0,53.0,,
2,P023,180.0,43.0,2022-02-12,5.0,44.0,5.0,50.0,1.0,49.0,49.0,,
3,P023,180.0,43.0,2022-02-12,5.0,15.0,6.0,50.0,1.0,21.0,21.0,,
4,P023,180.0,43.0,2022-02-12,5.0,18.0,8.0,50.0,1.0,26.0,26.0,,
5,P023,180.0,43.0,2022-02-12,5.0,2.0,8.0,50.0,1.0,10.0,10.0,,
6,P023,180.0,43.0,2022-02-12,5.0,96.0,10.0,51.0,1.0,106.0,106.0,,
7,P023,180.0,43.0,2022-02-12,5.0,3.0,5.0,49.0,1.0,8.0,8.0,,
8,P023,180.0,43.0,2022-02-12,5.0,0.0,32.0,45.0,5.0,32.0,32.0,,
9,P023,180.0,43.0,2022-02-12,5.0,2.0,85.0,34.0,0.0,87.0,87.0,,
10,P023,180.0,43.0,2022-02-12,5.0,5.0,95.0,30.0,2.0,100.0,100.0,,
11,P023,180.0,43.0,2022-02-12,5.0,3.0,33.0,30.0,5.0,36.0,36.0,,
12,P023,180.0,43.0,2022-02-12,5.0,2.0,11.0,28.0,6.0,13.0,13.0,,
13,P023,180.0,43.0,2022-02-12,5.0,25.0,43.0,35.0,6.0,68.0,68.0,,
14,P023,180.0,43.0,2022-02-12,5.0,8.0,4.0,34.0,5.0,12.0,12.0,,
15,P023,180.0,43.0,2022-02-12,5.0,3.0,0.0,36.0,6.0,3.0,3.0,,
16,P023,180.0,43.0,2022-02-12,5.0,6.0,15.0,33.0,6.0,21.0,21.0,,
17,P023,180.0,43.0,2022-02-12,5.0,9.0,26.0,34.0,1.0,35.0,35.0,,
18,P023,180.0,43.0,2022-02-12,5.0,28.0,14.0,38.0,3.0,42.0,42.0,,
19,P023,180.0,43.0,2022-02-12,5.0,56.0,5.0,41.0,6.0,61.0,61.0,,
20,P023,180.0,43.0,2022-02-12,5.0,37.0,4.0,40.0,5.4,41.0,41.0,,
21,P023,180.0,43.0,2022-02-12,5.0,26.0,1.0,40.0,3.0,27.0,27.0,,
22,P023,180.0,43.0,2022-02-12,5.0,15.0,2.0,43.0,3.0,17.0,17.0,,
23,P023,180.0,43.0,2022-02-12,5.0,6.0,0.0,44.0,3.0,6.0,6.0,,
0,P023,180.0,44.0,2022-02-13,6.0,47.0,5.0,47.0,4.0,52.0,52.0,,
1,P023,180.0,44.0,2022-02-13,6.0,109.0,10.0,50.0,2.0,119.0,119.0,,
2,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,51.0,1.0,15.0,15.0,,
3,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,54.0,,15.0,15.0,,
4,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,54.0,,15.0,15.0,,
5,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,54.0,,15.0,15.0,,
6,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,53.0,,15.0,15.0,,
7,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,49.0,,15.0,15.0,,
8,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,42.0,,15.0,15.0,,
9,P023,180.0,44.0,2022-02-13,6.0,14.0,1.0,35.0,,15.0,15.0,,
