hour,parking_lot,capacity,dia_x,date,weekday,entries,exits,occupancy,traffic_score,total_flow,hourly_flow_rate,temp_min_c,temp_max_c
0,P023,180.0,1.0,2022-01-01,5.0,38.0,27.0,38.0,2.0,65.0,65.0,12.8,20.6
1,P023,180.0,1.0,2022-01-01,5.0,58.0,9.0,40.0,2.0,67.0,67.0,12.8,20.6
2,P023,180.0,1.0,2022-01-01,5.0,86.0,10.0,43.0,2.0,96.0,96.0,12.8,20.6
3,P023,180.0,1.0,2022-01-01,5.0,19.0,2.0,44.0,1.0,21.0,21.0,12.8,20.6
4,P023,180.0,1.0,2022-01-01,5.0,33.0,4.0,44.0,1.0,37.0,37.0,12.8,20.6
5,P023,180.0,1.0,2022-01-01,5.0,4.0,0.0,44.0,1.0,4.0,4.0,12.8,20.6
6,P023,180.0,1.0,2022-01-01,5.0,8.0,1.0,44.0,1.0,9.0,9.0,12.8,20.6
7,P023,180.0,1.0,2022-01-01,5.0,9.0,1.0,44.0,1.0,10.0,10.0,12.8,20.6
8,P023,180.0,1.0,2022-01-01,5.0,0.0,4.0,43.0,1.0,4.0,4.0,12.8,20.6
9,P023,180.0,1.0,2022-01-01,5.0,6.0,3.0,43.0,1.0,9.0,9.0,12.8,20.6
10,P023,180.0,1.0,2022-01-01,5.0,1.0,4.0,42.0,2.0,5.0,5.0,12.8,20.6
11,P023,180.0,1.0,2022-01-01,5.0,0.0,17.0,40.0,1.0,17.0,17.0,12.8,20.6
12,P023,180.0,1.0,2022-01-01,5.0,2.0,26.0,39.0,3.0,28.0,28.0,12.8,20.6
13,P023,180.0,1.0,2022-01-01,5.0,0.0,4.0,37.0,2.0,4.0,4.0,12.8,20.6
14,P023,180.0,1.0,2022-01-01,5.0,0.0,12.0,37.0,3.0,12.0,12.0,12.8,20.6
15,P023,180.0,1.0,2022-01-01,5.0,1.0,11.0,38.0,4.0,12.0,12.0,12.8,20.6
16,P023,180.0,1.0,2022-01-01,5.0,0.0,12.0,38.0,4.0,12.0,12.0,12.8,20.6
17,P023,180.0,1.0,2022-01-01,5.0,3.0,14.0,38.0,4.0,17.0,17.0,12.8,20.6
18,P023,180.0,1.0,2022-01-01,5.0,0.0,0.0,38.0,4.0,0.0,0.0,12.8,20.6
19,P023,180.0,1.0,2022-01-01,5.0,2.0,0.0,39.0,2.0,2.0,2.0,12.8,20.6
20,P023,180.0,1.0,2022-01-01,5.0,8.0,4.0,39.0,3.0,12.0,12.0,12.8,20.6
21,P023,180.0,1.0,2022-01-01,5.0,3.0,2.0,39.0,2.0,5.0,5.0,12.8,20.6
22,P023,180.0,1.0,2022-01-01,5.0,4.0,3.0,40.0,2.0,7.0,7.0,12.8,20.6
23,P023,180.0,1.0,2022-01-01,5.0,6.0,1.0,41.0,2.0,7.0,7.0,12.8,20.6
0,P023,180.0,2.0,2022-01-02,6.0,13.0,0.0,43.0,1.0,13.0,13.0,14.1,16.3
1,P023,180.0,2.0,2022-01-02,6.0,3.0,0.0,43.0,1.0,3.0,3.0,14.1,16.3
2,P023,180.0,2.0,2022-01-02,6.0,17.0,2.0,43.0,5.2,19.0,19.0,14.1,16.3
3,P023,180.0,2.0,2022-01-02,6.0,12.0,2.0,43.0,5.2,14.0,14.0,14.1,16.3
4,P023,180.0,2.0,2022-01-02,6.0,8.0,1.0,43.0,1.0,9.0,9.0,14.1,16.3
5,P023,180.0,2.0,2022-01-02,6.0,37.0,3.0,43.0,1.0,40.0,40.0,14.1,16.3
6,P023,180.0,2.0,2022-01-02,6.0,0.0,0.0,43.0,1.0,0.0,0.0,14.1,16.3
7,P023,180.0,2.0,2022-01-02,6.0,6.0,4.0,43.0,1.0,10.0,10.0,14.1,16.3
8,P023,180.0,2.0,2022-01-02,6.0,36.0,6.0,42.0,1.0,42.0,42.0,14.1,16.3
9,P023,180.0,2.0,2022-01-02,6.0,0.0,2.0,42.0,2.0,2.0,2.0,14.1,16.3
10,P023,180.0,2.0,2022-01-02,6.0,0.0,1.0,42.0,3.0,1.0,1.0,14.1,16.3
11,P023,180.0,2.0,2022-01-02,6.0,0.0,11.0,40.0,3.0,11.0,11.0,14.1,16.3
12,P023,180.0,2.0,2022-01-02,6.0,0.0,32.0,39.0,4.0,32.0,32.0,14.1,16.3
13,P023,180.0,2.0,2022-01-02,6.0,0.0,34.0,37.0,2.0,34.0,34.0,14.1,16.3
14,P023,180.0,2.0,2022-01-02,6.0,8.0,3.0,38.0,2.0,11.0,11.0,14.1,16.3
15,P023,180.0,2.0,2022-01-02,6.0,3.0,8.0,37.0,3.0,11.0,11.0,14.1,16.3
16,P023,180.0,2.0,2022-01-02,6.0,0.0,20.0,34.0,5.0,20.0,20.0,14.1,16.3
17,P023,180.0,2.0,2022-01-02,6.0,0.0,15.0,33.0,6.0,15.0,15.0,14.1,16.3
18,P023,180.0,2.0,2022-01-02,6.0,1.0,24.0,34.0,6.0,25.0,25.0,14.1,16.3
19,P023,180.0,2.0,2022-01-02,6.0,8.0,1.0,37.0,4.0,9.0,9.0,14.1,16.3
20,P023,180.0,2.0,2022-01-02,6.0,38.0,3.0,40.0,3.0,41.0,41.0,14.1,16.3
21,P023,180.0,2.0,2022-01-02,6.0,28.0,2.0,40.0,3.0,30.0,30.0,14.1,16.3
22,P023,180.0,2.0,2022-01-02,6.0,6.0,3.0,40.0,3.0,9.0,9.0,14.1,16.3
23,P023,180.0,2.0,2022-01-02,6.0,8.0,0.0,42.0,2.0,8.0,8.0,14.1,16.3
0,P023,180.0,3.0,2022-01-03,0.0,33.0,2.0,42.0,2.0,35.0,35.0,12.4,14.6
1,P023,180.0,3.0,2022-01-03,0.0,7.0,0.0,44.0,1.0,7.0,7.0,12.4,14.6
2,P023,180.0,3.0,2022-01-03,0.0,51.0,5.0,44.0,1.0,56.0,56.0,12.4,14.6
3,P023,180.0,3.0,2022-01-03,0.0,36.0,2.0,44.0,5.2,38.0,38.0,12.4,14.6
4,P023,180.0,3.0,2022-01-03,0.0,0.0,0.0,44.0,1.0,0.0,0.0,12.4,14.6
5,P023,180.0,3.0,2022-01-03,0.0,6.0,0.0,44.0,1.0,6.0,6.0,12.4,14.6
6,P023,180.0,3.0,2022-01-03,0.0,0.0,0.0,44.0,3.0,0.0,0.0,12.4,14.6
7,P023,180.0,3.0,2022-01-03,0.0,0.0,12.0,42.0,5.0,12.0,12.0,12.4,14.6
8,P023,180.0,3.0,2022-01-03,0.0,2.0,43.0,40.0,6.0,45.0,45.0,12.4,14.6
9,P023,180.0,3.0,2022-01-03,0.0,2.0,68.0,31.0,2.0,70.0,70.0,12.4,14.6
10,P023,180.0,3.0,2022-01-03,0.0,2.0,82.0,30.0,2.0,84.0,84.0,12.4,14.6
11,P023,180.0,3.0,2022-01-03,0.0,0.0,34.0,30.0,3.0,34.0,34.0,12.4,14.6
12,P023,180.0,3.0,2022-01-03,0.0,14.0,11.0,36.0,6.0,25.0,25.0,12.4,14.6
13,P023,180.0,3.0,2022-01-03,0.0,2.0,26.0,38.0,6.0,28.0,28.0,12.4,14.6
14,P023,180.0,3.0,2022-01-03,0.0,2.0,62.0,30.0,2.0,64.0,64.0,12.4,14.6
15,P023,180.0,3.0,2022-01-03,0.0,4.0,37.0,29.0,6.0,41.0,41.0,12.4,14.6
16,P023,180.0,3.0,2022-01-03,0.0,0.0,56.0,25.0,3.0,56.0,56.0,12.4,14.6
17,P023,180.0,3.0,2022-01-03,0.0,24.0,8.0,28.0,2.0,32.0,32.0,12.4,14.6
18,P023,180.0,3.0,2022-01-03,0.0,52.0,19.0,33.0,3.0,71.0,71.0,12.4,14.6
19,P023,180.0,3.0,2022-01-03,0.0,31.0,4.0,38.0,2.0,35.0,35.0,12.4,14.6
20,P023,180.0,3.0,2022-01-03,0.0,8.0,0.0,39.0,4.0,8.0,8.0,12.4,14.6
21,P023,180.0,3.0,2022-01-03,0.0,4.0,0.0,40.0,2.0,4.0,4.0,12.4,14.6
22,P023,180.0,3.0,2022-01-03,0.0,26.0,2.0,40.0,2.0,28.0,28.0,12.4,14.6
23,P023,180.0,3.0,2022-01-03,0.0,50.0,3.0,41.0,1.0,53.0,53.0,12.4,14.6
0,P023,180.0,4.0,2022-01-04,1.0,39.0,5.0,41.0,1.0,44.0,44.0,11.6,16.5
1,P023,180.0,4.0,2022-01-04,1.0,0.0,6.0,41.0,1.0,6.0,6.0,11.6,16.5
2,P023,180.0,4.0,2022-01-04,1.0,2.0,0.0,41.0,1.0,2.0,2.0,11.6,16.5
3,P023,180.0,4.0,2022-01-04,1.0,1.0,0.0,41.0,1.0,1.0,1.0,11.6,16.5
4,P023,180.0,4.0,2022-01-04,1.0,0.0,0.0,41.0,1.0,0.0,0.0,11.6,16.5
5,P023,180.0,4.0,2022-01-04,1.0,0.0,0.0,41.0,1.0,0.0,0.0,11.6,16.5
6,P023,180.0,4.0,2022-01-04,1.0,0.0,0.0,41.0,2.0,0.0,0.0,11.6,16.5
7,P023,180.0,4.0,2022-01-04,1.0,0.0,19.0,36.0,7.0,19.0,19.0,11.6,16.5
8,P023,180.0,4.0,2022-01-04,1.0,2.0,34.0,28.0,6.0,36.0,36.0,11.6,16.5
9,P023,180.0,4.0,2022-01-04,1.0,30.0,74.0,25.0,6.0,104.0,104.0,11.6,16.5
10,P023,180.0,4.0,2022-01-04,1.0,8.0,6.0,25.0,7.0,14.0,14.0,11.6,16.5
11,P023,180.0,4.0,2022-01-04,1.0,6.0,139.0,21.0,6.0,145.0,145.0,11.6,16.5
12,P023,180.0,4.0,2022-01-04,1.0,10.0,52.0,21.0,5.0,62.0,62.0,11.6,16.5
13,P023,180.0,4.0,2022-01-04,1.0,10.0,2.0,24.0,7.0,12.0,12.0,11.6,16.5
14,P023,180.0,4.0,2022-01-04,1.0,4.0,28.0,22.0,6.0,32.0,32.0,11.6,16.5
15,P023,180.0,4.0,2022-01-04,1.0,4.0,8.0,23.0,7.0,12.0,12.0,11.6,16.5
16,P023,180.0,4.0,2022-01-04,1.0,51.0,21.0,26.0,7.0,72.0,72.0,11.6,16.5
17,P023,180.0,4.0,2022-01-04,1.0,15.0,16.0,23.0,7.0,31.0,31.0,11.6,16.5
18,P023,180.0,4.0,2022-01-04,1.0,30.0,2.0,30.0,3.0,32.0,32.0,11.6,16.5
19,P023,180.0,4.0,2022-01-04,1.0,52.0,4.0,36.0,5.0,56.0,56.0,11.6,16.5
20,P023,180.0,4.0,2022-01-04,1.0,47.0,5.0,38.0,4.0,52.0,52.0,11.6,16.5
21,P023,180.0,4.0,2022-01-04,1.0,56.0,3.0,40.0,2.0,59.0,59.0,11.6,16.5
22,P023,180.0,4.0,2022-01-04,1.0,2.0,0.0,42.0,2.0,2.0,2.0,11.6,16.5
23,P023,180.0,4.0,2022-01-04,1.0,36.0,2.0,42.0,2.0,38.0,38.0,11.6,16.5
0,P023,180.0,5.0,2022-01-05,2.0,0.0,0.0,42.0,1.0,0.0,0.0,10.9,16.1
1,P023,180.0,5.0,2022-01-05,2.0,3.0,0.0,42.0,1.0,3.0,3.0,10.9,16.1
2,P023,180.0,5.0,2022-01-05,2.0,0.0,0.0,42.0,1.0,0.0,0.0,10.9,16.1
3,P023,180.0,5.0,2022-01-05,2.0,8.0,0.0,42.0,1.0,8.0,8.0,10.9,16.1
4,P023,180.0,5.0,2022-01-05,2.0,0.0,0.0,42.0,1.0,0.0,0.0,10.9,16.1
5,P023,180.0,5.0,2022-01-05,2.0,39.0,2.0,42.0,1.0,41.0,41.0,10.9,16.1
6,P023,180.0,5.0,2022-01-05,2.0,0.0,0.0,42.0,2.0,0.0,0.0,10.9,16.1
7,P023,180.0,5.0,2022-01-05,2.0,0.0,2.0,41.0,5.0,2.0,2.0,10.9,16.1
8,P023,180.0,5.0,2022-01-05,2.0,9.0,38.0,36.0,7.0,47.0,47.0,10.9,16.1
9,P023,180.0,5.0,2022-01-05,2.0,0.0,18.0,34.0,6.0,18.0,18.0,10.9,16.1
10,P023,180.0,5.0,2022-01-05,2.0,0.0,5.0,28.0,6.0,5.0,5.0,10.9,16.1
11,P023,180.0,5.0,2022-01-05,2.0,0.0,5.0,28.0,,5.0,5.0,10.9,16.1
12,P023,180.0,5.0,2022-01-05,2.0,2.0,36.0,26.0,5.0,38.0,38.0,10.9,16.1
13,P023,180.0,5.0,2022-01-05,2.0,1.0,0.0,27.0,5.0,1.0,1.0,10.9,16.1
14,P023,180.0,5.0,2022-01-05,2.0,2.0,28.0,24.0,6.0,30.0,30.0,10.9,16.1
15,P023,180.0,5.0,2022-01-05,2.0,3.0,9.0,20.0,5.0,12.0,12.0,10.9,16.1
16,P023,180.0,5.0,2022-01-05,2.0,7.0,68.0,20.0,2.0,75.0,75.0,10.9,16.1
17,P023,180.0,5.0,2022-01-05,2.0,29.0,7.0,30.0,7.0,36.0,36.0,10.9,16.1
18,P023,180.0,5.0,2022-01-05,2.0,27.0,13.0,34.0,5.2,40.0,40.0,10.9,16.1
19,P023,180.0,5.0,2022-01-05,2.0,29.0,4.0,40.0,5.2,33.0,33.0,10.9,16.1
20,P023,180.0,5.0,2022-01-05,2.0,105.0,6.0,42.0,5.2,111.0,111.0,10.9,16.1
21,P023,180.0,5.0,2022-01-05,2.0,31.0,2.0,44.0,5.2,33.0,33.0,10.9,16.1
22,P023,180.0,5.0,2022-01-05,2.0,40.0,2.0,45.0,5.2,42.0,42.0,10.9,16.1
23,P023,180.0,5.0,2022-01-05,2.0,24.0,4.0,44.0,5.2,28.0,28.0,10.9,16.1
0,P023,180.0,6.0,2022-01-06,3.0,6.0,0.0,46.0,5.2,6.0,6.0,9.7,15.0
1,P023,180.0,6.0,2022-01-06,3.0,0.0,0.0,46.0,5.2,0.0,0.0,9.7,15.0
2,P023,180.0,6.0,2022-01-06,3.0,8.0,0.0,46.0,5.2,8.0,8.0,9.7,15.0
3,P023,180.0,6.0,2022-01-06,3.0,0.0,0.0,46.0,5.2,0.0,0.0,9.7,15.0
4,P023,180.0,6.0,2022-01-06,3.0,0.0,0.0,46.0,5.2,0.0,0.0,9.7,15.0
5,P023,180.0,6.0,2022-01-06,3.0,8.0,2.0,46.0,5.2,10.0,10.0,9.7,15.0
6,P023,180.0,6.0,2022-01-06,3.0,18.0,2.0,46.0,5.2,20.0,20.0,9.7,15.0
7,P023,180.0,6.0,2022-01-06,3.0,0.0,6.0,44.0,5.2,6.0,6.0,9.7,15.0
8,P023,180.0,6.0,2022-01-06,3.0,0.0,18.0,39.0,5.2,18.0,18.0,9.7,15.0
9,P023,180.0,6.0,2022-01-06,3.0,0.0,14.0,33.0,5.2,14.0,14.0,9.7,15.0
10,P023,180.0,6.0,2022-01-06,3.0,6.0,126.0,26.0,5.2,132.0,132.0,9.7,15.0
11,P023,180.0,6.0,2022-01-06,3.0,0.0,54.0,14.0,5.2,54.0,54.0,9.7,15.0
12,P023,180.0,6.0,2022-01-06,3.0,59.0,46.0,20.0,5.2,105.0,105.0,9.7,15.0
13,P023,180.0,6.0,2022-01-06,3.0,55.0,67.0,31.0,5.2,122.0,122.0,9.7,15.0
14,P023,180.0,6.0,2022-01-06,3.0,6.0,83.0,24.0,5.2,89.0,89.0,9.7,15.0
15,P023,180.0,6.0,2022-01-06,3.0,2.0,8.0,20.0,5.2,10.0,10.0,9.7,15.0
16,P023,180.0,6.0,2022-01-06,3.0,3.0,14.0,21.0,5.2,17.0,17.0,9.7,15.0
17,P023,180.0,6.0,2022-01-06,3.0,24.0,3.0,26.0,5.2,27.0,27.0,9.7,15.0
18,P023,180.0,6.0,2022-01-06,3.0,6.0,9.0,32.0,5.2,15.0,15.0,9.7,15.0
19,P023,180.0,6.0,2022-01-06,3.0,140.0,8.0,42.0,5.2,148.0,148.0,9.7,15.0
20,P023,180.0,6.0,2022-01-06,3.0,67.0,3.0,46.0,5.2,70.0,70.0,9.7,15.0
21,P023,180.0,6.0,2022-01-06,3.0,66.0,4.0,46.0,5.2,70.0,70.0,9.7,15.0
22,P023,180.0,6.0,2022-01-06,3.0,3.0,2.0,47.0,5.2,5.0,5.0,9.7,15.0
23,P023,180.0,6.0,2022-01-06,3.0,10.0,0.0,49.0,5.2,10.0,10.0,9.7,15.0
0,P023,180.0,7.0,2022-01-07,4.0,59.0,3.0,49.0,5.2,62.0,62.0,10.7,16.1
1,P023,180.0,7.0,2022-01-07,4.0,0.0,0.0,49.0,5.2,0.0,0.0,10.7,16.1
2,P023,180.0,7.0,2022-01-07,4.0,40.0,2.0,49.0,5.2,42.0,42.0,10.7,16.1
3,P023,180.0,7.0,2022-01-07,4.0,24.0,2.0,49.0,5.2,26.0,26.0,10.7,16.1
4,P023,180.0,7.0,2022-01-07,4.0,0.0,0.0,49.0,5.2,0.0,0.0,10.7,16.1
5,P023,180.0,7.0,2022-01-07,4.0,12.0,2.0,49.0,5.2,14.0,14.0,10.7,16.1
6,P023,180.0,7.0,2022-01-07,4.0,0.0,0.0,49.0,5.2,0.0,0.0,10.7,16.1
7,P023,180.0,7.0,2022-01-07,4.0,0.0,20.0,47.0,5.2,20.0,20.0,10.7,16.1
8,P023,180.0,7.0,2022-01-07,4.0,0.0,12.0,44.0,5.2,12.0,12.0,10.7,16.1
9,P023,180.0,7.0,2022-01-07,4.0,6.0,26.0,32.0,2.0,32.0,32.0,10.7,16.1
10,P023,180.0,7.0,2022-01-07,4.0,5.0,117.0,27.0,6.0,122.0,122.0,10.7,16.1
11,P023,180.0,7.0,2022-01-07,4.0,6.0,198.0,21.0,5.0,204.0,204.0,10.7,16.1
12,P023,180.0,7.0,2022-01-07,4.0,7.0,88.0,18.0,6.0,95.0,95.0,10.7,16.1
13,P023,180.0,7.0,2022-01-07,4.0,18.0,2.0,27.0,6.0,20.0,20.0,10.7,16.1
14,P023,180.0,7.0,2022-01-07,4.0,4.0,28.0,20.0,3.0,32.0,32.0,10.7,16.1
15,P023,180.0,7.0,2022-01-07,4.0,12.0,56.0,22.0,3.0,68.0,68.0,10.7,16.1
16,P023,180.0,7.0,2022-01-07,4.0,41.0,3.0,26.0,7.0,44.0,44.0,10.7,16.1
17,P023,180.0,7.0,2022-01-07,4.0,50.0,9.0,30.0,6.0,59.0,59.0,10.7,16.1
18,P023,180.0,7.0,2022-01-07,4.0,46.0,9.0,35.0,6.0,55.0,55.0,10.7,16.1
19,P023,180.0,7.0,2022-01-07,4.0,55.0,14.0,44.0,6.0,69.0,69.0,10.7,16.1
20,P023,180.0,7.0,2022-01-07,4.0,77.0,3.0,46.0,4.0,80.0,80.0,10.7,16.1
21,P023,180.0,7.0,2022-01-07,4.0,2.0,0.0,47.0,5.2,2.0,2.0,10.7,16.1
22,P023,180.0,7.0,2022-01-07,4.0,54.0,2.0,48.0,3.0,56.0,56.0,10.7,16.1
23,P023,180.0,7.0,2022-01-07,4.0,30.0,2.0,48.0,3.0,32.0,32.0,10.7,16.1
0,P023,180.0,8.0,2022-01-08,5.0,82.0,6.0,49.0,2.0,88.0,88.0,8.1,14.9
1,P023,180.0,8.0,2022-01-08,5.0,15.0,1.0,49.0,1.0,16.0,16.0,8.1,14.9
2,P023,180.0,8.0,2022-01-08,5.0,0.0,0.0,49.0,1.0,0.0,0.0,8.1,14.9
3,P023,180.0,8.0,2022-01-08,5.0,8.0,0.0,49.0,1.0,8.0,8.0,8.1,14.9
4,P023,180.0,8.0,2022-01-08,5.0,0.0,0.0,49.0,1.0,0.0,0.0,8.1,14.9
5,P023,180.0,8.0,2022-01-08,5.0,0.0,1.0,49.0,1.0,1.0,1.0,8.1,14.9
6,P023,180.0,8.0,2022-01-08,5.0,3.0,5.0,48.0,1.0,8.0,8.0,8.1,14.9
7,P023,180.0,8.0,2022-01-08,5.0,0.0,12.0,47.0,3.0,12.0,12.0,8.1,14.9
8,P023,180.0,8.0,2022-01-08,5.0,0.0,30.0,43.0,1.0,30.0,30.0,8.1,14.9
9,P023,180.0,8.0,2022-01-08,5.0,4.0,85.0,32.0,5.0,89.0,89.0,8.1,14.9
10,P023,180.0,8.0,2022-01-08,5.0,5.0,93.0,24.0,6.0,98.0,98.0,8.1,14.9
11,P023,180.0,8.0,2022-01-08,5.0,12.0,13.0,20.0,2.0,25.0,25.0,8.1,14.9
12,P023,180.0,8.0,2022-01-08,5.0,14.0,42.0,25.0,5.0,56.0,56.0,8.1,14.9
13,P023,180.0,8.0,2022-01-08,5.0,7.0,23.0,27.0,2.0,30.0,30.0,8.1,14.9
14,P023,180.0,8.0,2022-01-08,5.0,18.0,6.0,28.0,6.0,24.0,24.0,8.1,14.9
15,P023,180.0,8.0,2022-01-08,5.0,12.0,42.0,28.0,5.0,54.0,54.0,8.1,14.9
16,P023,180.0,8.0,2022-01-08,5.0,2.0,9.0,28.0,5.0,11.0,11.0,8.1,14.9
17,P023,180.0,8.0,2022-01-08,5.0,28.0,42.0,31.0,6.0,70.0,70.0,8.1,14.9
18,P023,180.0,8.0,2022-01-08,5.0,42.0,19.0,38.0,5.0,61.0,61.0,8.1,14.9
19,P023,180.0,8.0,2022-01-08,5.0,58.0,4.0,40.0,4.0,62.0,62.0,8.1,14.9
20,P023,180.0,8.0,2022-01-08,5.0,22.0,2.0,42.0,4.0,24.0,24.0,8.1,14.9
21,P023,180.0,8.0,2022-01-08,5.0,34.0,7.0,43.0,4.0,41.0,41.0,8.1,14.9
22,P023,180.0,8.0,2022-01-08,5.0,96.0,5.0,44.0,1.0,101.0,101.0,8.1,14.9
23,P023,180.0,8.0,2022-01-08,5.0,42.0,4.0,45.0,2.0,46.0,46.0,8.1,14.9
0,P023,180.0,9.0,2022-01-09,6.0,21.0,3.0,46.0,2.0,24.0,24.0,8.9,15.7
1,P023,180.0,9.0,2022-01-09,6.0,9.0,0.0,46.0,1.0,9.0,9.0,8.9,15.7
2,P023,180.0,9.0,2022-01-09,6.0,25.0,1.0,47.0,1.0,26.0,26.0,8.9,15.7
3,P023,180.0,9.0,2022-01-09,6.0,2.0,0.0,47.0,1.0,2.0,2.0,8.9,15.7
4,P023,180.0,9.0,2022-01-09,6.0,3.0,0.0,47.0,1.0,3.0,3.0,8.9,15.7
5,P023,180.0,9.0,2022-01-09,6.0,0.0,0.0,47.0,1.0,0.0,0.0,8.9,15.7
6,P023,180.0,9.0,2022-01-09,6.0,0.0,0.0,47.0,1.0,0.0,0.0,8.9,15.7
7,P023,180.0,9.0,2022-01-09,6.0,15.0,1.0,47.0,1.0,16.0,16.0,8.9,15.7
8,P023,180.0,9.0,2022-01-09,6.0,8.0,4.0,46.0,1.0,12.0,12.0,8.9,15.7
9,P023,180.0,9.0,2022-01-09,6.0,0.0,13.0,44.0,3.0,13.0,13.0,8.9,15.7
10,P023,180.0,9.0,2022-01-09,6.0,0.0,14.0,42.0,2.0,14.0,14.0,8.9,15.7
11,P023,180.0,9.0,2022-01-09,6.0,2.0,5.0,42.0,5.0,7.0,7.0,8.9,15.7
12,P023,180.0,9.0,2022-01-09,6.0,0.0,27.0,40.0,4.0,27.0,27.0,8.9,15.7
13,P023,180.0,9.0,2022-01-09,6.0,2.0,25.0,39.0,2.0,27.0,27.0,8.9,15.7
14,P023,180.0,9.0,2022-01-09,6.0,0.0,51.0,35.0,2.0,51.0,51.0,8.9,15.7
15,P023,180.0,9.0,2022-01-09,6.0,7.0,0.0,36.0,5.0,7.0,7.0,8.9,15.7
16,P023,180.0,9.0,2022-01-09,6.0,0.0,24.0,37.0,5.0,24.0,24.0,8.9,15.7
17,P023,180.0,9.0,2022-01-09,6.0,6.0,1.0,39.0,5.0,7.0,7.0,8.9,15.7
18,P023,180.0,9.0,2022-01-09,6.0,17.0,2.0,41.0,5.0,19.0,19.0,8.9,15.7
19,P023,180.0,9.0,2022-01-09,6.0,21.0,2.0,43.0,4.0,23.0,23.0,8.9,15.7
20,P023,180.0,9.0,2022-01-09,6.0,21.0,6.0,42.0,4.0,27.0,27.0,8.9,15.7
21,P023,180.0,9.0,2022-01-09,6.0,2.0,2.0,43.0,4.0,4.0,4.0,8.9,15.7
22,P023,180.0,9.0,2022-01-09,6.0,20.0,2.0,44.0,1.0,22.0,22.0,8.9,15.7
23,P023,180.0,9.0,2022-01-09,6.0,1.0,3.0,42.0,2.0,4.0,4.0,8.9,15.7
0,P023,180.0,10.0,2022-01-10,0.0,4.0,0.0,43.0,1.0,4.0,4.0,11.0,15.7
1,P023,180.0,10.0,2022-01-10,0.0,1.0,0.0,43.0,1.0,1.0,1.0,11.0,15.7
2,P023,180.0,10.0,2022-01-10,0.0,0.0,2.0,43.0,5.2,2.0,2.0,11.0,15.7
3,P023,180.0,10.0,2022-01-10,0.0,0.0,0.0,43.0,5.2,0.0,0.0,11.0,15.7
4,P023,180.0,10.0,2022-01-10,0.0,0.0,0.0,43.0,1.0,0.0,0.0,11.0,15.7
5,P023,180.0,10.0,2022-01-10,0.0,8.0,1.0,43.0,1.0,9.0,9.0,11.0,15.7
6,P023,180.0,10.0,2022-01-10,0.0,1.0,0.0,43.0,3.0,1.0,1.0,11.0,15.7
7,P023,180.0,10.0,2022-01-10,0.0,0.0,3.0,42.0,2.0,3.0,3.0,11.0,15.7
8,P023,180.0,10.0,2022-01-10,0.0,0.0,23.0,38.0,9.0,23.0,23.0,11.0,15.7
9,P023,180.0,10.0,2022-01-10,0.0,0.0,30.0,31.0,3.0,30.0,30.0,11.0,15.7
10,P023,180.0,10.0,2022-01-10,0.0,2.0,76.0,24.0,3.0,78.0,78.0,11.0,15.7
11,P023,180.0,10.0,2022-01-10,0.0,3.0,34.0,24.0,5.0,37.0,37.0,11.0,15.7
12,P023,180.0,10.0,2022-01-10,0.0,25.0,39.0,31.0,7.0,64.0,64.0,11.0,15.7
13,P023,180.0,10.0,2022-01-10,0.0,4.0,23.0,32.0,7.0,27.0,27.0,11.0,15.7
14,P023,180.0,10.0,2022-01-10,0.0,1.0,6.0,27.0,7.0,7.0,7.0,11.0,15.7
15,P023,180.0,10.0,2022-01-10,0.0,5.0,14.0,25.0,3.0,19.0,19.0,11.0,15.7
16,P023,180.0,10.0,2022-01-10,0.0,6.0,28.0,29.0,7.0,34.0,34.0,11.0,15.7
17,P023,180.0,10.0,2022-01-10,0.0,33.0,4.0,32.0,8.0,37.0,37.0,11.0,15.7
18,P023,180.0,10.0,2022-01-10,0.0,23.0,3.0,36.0,7.0,26.0,26.0,11.0,15.7
19,P023,180.0,10.0,2022-01-10,0.0,37.0,2.0,38.0,2.0,39.0,39.0,11.0,15.7
20,P023,180.0,10.0,2022-01-10,0.0,7.0,0.0,41.0,2.0,7.0,7.0,11.0,15.7
21,P023,180.0,10.0,2022-01-10,0.0,66.0,6.0,45.0,3.0,72.0,72.0,11.0,15.7
22,P023,180.0,10.0,2022-01-10,0.0,90.0,7.0,47.0,3.0,97.0,97.0,11.0,15.7
23,P023,180.0,10.0,2022-01-10,0.0,44.0,5.0,48.0,2.0,49.0,49.0,11.0,15.7
0,P023,180.0,11.0,2022-01-11,1.0,16.0,1.0,48.0,1.0,17.0,17.0,9.8,13.1
1,P023,180.0,11.0,2022-01-11,1.0,5.0,0.0,49.0,1.0,5.0,5.0,9.8,13.1
2,P023,180.0,11.0,2022-01-11,1.0,2.0,0.0,49.0,1.0,2.0,2.0,9.8,13.1
3,P023,180.0,11.0,2022-01-11,1.0,8.0,0.0,49.0,1.0,8.0,8.0,9.8,13.1
4,P023,180.0,11.0,2022-01-11,1.0,18.0,1.0,49.0,1.0,19.0,19.0,9.8,13.1
5,P023,180.0,11.0,2022-01-11,1.0,0.0,0.0,49.0,1.0,0.0,0.0,9.8,13.1
6,P023,180.0,11.0,2022-01-11,1.0,0.0,0.0,49.0,3.0,0.0,0.0,9.8,13.1
7,P023,180.0,11.0,2022-01-11,1.0,2.0,13.0,46.0,2.0,15.0,15.0,9.8,13.1
