datetime,static_occ,dynamic_occ,static_price,dynamic_price,traffic_score,base_entries,actual_entries,lost_entries_step
2022-06-26 21:25:00,0.8678010393076631,1.0616142704512948,1.5,1.45,4.334626999921643,4.392309833023181,8.454359648306337,-4.062049815283156
2022-06-26 21:30:00,1.085450703250187,1.2793387328914991,1.5,1.45,3.85109512434665,12.9818042181309,28.660548914593917,-15.678744696463017
2022-06-26 21:35:00,1.4854946070783066,1.0862180321743051,1.5,1.45,3.980399623745342,21.576418243964728,42.03346538183392,-20.457047137869193
2022-06-26 21:40:00,1.449245382981685,1.0389939086427138,1.5,1.45,5.0757161172381915,19.938259102787825,35.79980674000413,-15.861547637216304
2022-06-26 21:45:00,1.1683620183090955,1.0296814873677973,1.5,1.45,4.096847618321595,21.711332088529858,37.55989237702875,-15.848560288498895
2022-06-26 21:50:00,1.2384257968272232,0.8518949074426103,1.5,1.45,3.5366019326725855,23.839483596241013,34.98595266583393,-11.146469069592914
2022-06-26 21:55:00,1.3018510860709966,0.7296420742692127,1.5,1.45,3.7591160244734563,15.12398734288076,20.433882497684287,-5.309895154803527
2022-06-26 22:00:00,1.471480857476155,0.7164209368044802,1.5,1.45,2.1548490143551353,7.933884921184567,10.372730513765932,-2.438845592581365
2022-06-26 22:05:00,1.3305512112901372,0.6507285122355004,1.5,1.45,3.0158212814313194,8.566680215666818,10.10908617067178,-1.5424059550049627
2022-06-26 22:10:00,1.1408872917528614,0.8087625881067331,1.5,1.45,1.5430533362406642,6.264928033640588,9.303394085461077,-3.038466051820489
2022-06-26 22:15:00,1.2331518408432312,1.2049496433477171,1.5,1.45,1.3330535622341295,0.0,0.0,0.0
2022-06-26 22:20:00,1.1666048079101146,1.1423620731226434,1.5,1.45,1.6671129493634589,5.131794051887931,10.946701632645087,-5.814907580757157
2022-06-26 22:25:00,1.0819933972403835,1.1570867736345007,1.5,1.45,1.3595033079004193,0.0,0.0,0.0
2022-06-26 22:30:00,1.0349041221839064,1.138215420167723,1.5,1.45,2.652474957955782,2.2756469674502915,4.923741779549973,-2.6480948120996812
2022-06-26 22:35:00,1.0215015581075808,1.102716440926314,1.5,1.45,1.7359304966732125,0.0,0.0,0.0
2022-06-26 22:40:00,0.9020999035065704,1.0367773235040387,1.5,1.45,1.596291411411575,0.0,0.0,0.0
2022-06-26 22:45:00,1.06330456213608,1.1907184703769358,1.5,1.45,2.2326211095666055,4.122032208188091,9.659596340145237,-5.537564131957146
2022-06-26 22:50:00,0.9536856492951862,1.2906073312280026,1.5,1.45,2.9069062477254892,4.691617030955341,11.338286983673326,-6.646669952717985
2022-06-26 22:55:00,0.971577549718006,1.1103105384600849,1.5,1.45,3.2085882105251793,0.0,0.0,0.0
2022-06-26 23:00:00,0.970964744814688,0.9721166199409897,1.5,1.45,3.108951316753167,2.5989897499031676,4.410009760694246,-1.8110200107910783
2022-06-26 23:05:00,0.6240565808423929,1.287847567114132,1.5,1.45,2.0004292560999692,3.7707797867219464,8.42662596864423,-4.655846181922283
2022-06-26 23:10:00,0.950661556073863,1.1279817891406336,1.5,1.45,2.5452739661570747,3.53884207043522,7.046243455824898,-3.507401385389678
2022-06-26 23:15:00,0.9187210518702366,0.8680861387879202,1.5,1.45,3.3437061920067386,0.0,0.0,0.0
2022-06-26 23:20:00,0.8211802147285764,0.7503798530792883,1.5,1.45,3.925230271476943,0.0,0.0,0.0
2022-06-26 23:25:00,0.9229725599792191,0.7377142297748517,1.5,1.45,4.350553532186073,1.8686103284930207,2.636599237742429,-0.7679889092494085
2022-06-26 23:30:00,0.7566874235896415,0.697347406813031,1.5,1.45,4.544841510560259,0.0,0.0,0.0
2022-06-26 23:35:00,0.8953725589192381,0.7348279703296081,1.5,1.45,3.5938166838317733,0.0,0.0,0.0
2022-06-26 23:40:00,1.0743964602958846,0.8110608535752407,1.5,1.45,3.0908765229006256,0.0,0.0,0.0
2022-06-26 23:45:00,1.0266692762598566,0.7838489879252738,1.5,1.45,2.925069757231933,0.0,0.0,0.0
2022-06-26 23:50:00,0.879779688454687,0.6320027600724961,1.5,1.45,3.6978379330380773,1.1497601689567474,1.329894077076794,-0.1801339081200466
2022-06-26 23:55:00,0.7171689337477289,0.6930999678939248,1.5,1.45,3.2451536553740343,0.0,0.0,0.0
2022-06-27 00:00:00,1.1456515779252356,0.7239705074883664,1.5,1.45,3.9923156298493616,0.0,0.0,0.0
2022-06-27 00:05:00,1.2449603126746025,0.7564220122311305,1.5,1.45,3.0504224246129126,0.0,0.0,0.0
2022-06-27 00:10:00,1.446714918629371,0.7018893739503725,1.5,1.45,2.397523875882178,0.8200633731055285,1.0923920614438984,-0.27232868833837
2022-06-27 00:15:00,1.375493539879967,0.9155746273989412,1.5,1.45,1.9549823201997736,9.684235315916592,17.27590554871553,-7.59167023279894
2022-06-27 00:20:00,1.3783502804402,1.0998708315660122,1.5,1.45,1.288894935272964,14.81758568248959,31.225999440697638,-16.40841375820805
2022-06-27 00:25:00,1.2856084940182848,1.0154853752763655,1.5,1.45,0.9984825427101538,9.363046075687457,17.446741131249862,-8.083695055562405
2022-06-27 00:30:00,0.8759415263234402,0.9389184621201346,1.5,1.45,1.6059323781398582,4.341691117374976,7.237415880593174,-2.8957247632181975
2022-06-27 00:35:00,0.9471721217727129,0.870467953453749,1.5,1.45,2.5487823860177876,0.046596229875254025,0.07271656552980871,-0.026120335654554683
2022-06-27 00:40:00,0.8891283229952985,0.8124759976882405,1.5,1.45,3.3116339531989216,2.54214839558614,3.7983116044413716,-1.2561632088552317
2022-06-27 00:45:00,0.9423444532696699,1.3178410848124111,1.5,1.45,2.577783388931225,0.0,0.0,0.0
2022-06-27 00:50:00,0.9729912880571412,1.421764474470014,1.5,1.45,2.5423434483560805,5.973691723501059,15.857176187712804,-9.883484464211746
2022-06-27 00:55:00,1.0347751121261164,1.0854570460811437,1.5,1.45,2.1937049258702763,6.735628632709883,13.118492640001708,-6.3828640072918255
2022-06-27 01:00:00,1.5646751441004836,0.7839310806152354,1.5,1.45,1.9942566045498897,0.3622362256407212,0.513553793032118,-0.1513175673913968
2022-06-27 01:05:00,1.7838837483176633,0.7991724787283894,1.5,1.45,1.2605131530621638,4.5805955240375775,6.7467542075148135,-2.166158683477236
2022-06-27 01:10:00,1.6758185979222993,1.3240197071750215,1.5,1.45,1.5832015296464454,1.9334283056977066,4.289535488145132,-2.356107182447426
2022-06-27 01:15:00,1.6209557084653583,1.1626800895127136,1.5,1.45,1.7576310025946302,4.512361646749605,9.21264761836124,-4.700285971611635
2022-06-27 01:20:00,1.362462330987626,1.045727672035128,1.5,1.45,1.4261652498115565,6.042864666704186,11.202818140591186,-5.159953473887
2022-06-27 01:25:00,1.444945950311956,0.9775432556367513,1.5,1.45,2.055175305043861,5.250966076845782,9.170600442853793,-3.919634366008011
2022-06-27 01:30:00,0.9312046462706379,0.8137442494117131,1.5,1.45,2.311428525178099,3.386327409078568,4.878980967951646,-1.4926535588730783
2022-06-27 01:35:00,0.9161410568150377,0.7462662979839902,1.5,1.45,2.2913060722324774,3.1833246264305206,4.216009058243416,-1.0326844318128954
2022-06-27 01:40:00,0.7346325921841995,1.0216206352670525,1.5,1.45,2.1213388587925253,3.579356076451738,6.442709812156798,-2.8633537357050596
2022-06-27 01:45:00,0.8117046191960424,0.8045592003249883,1.5,1.45,1.389714552265624,1.2106644401295241,1.7497162246118605,-0.5390517844823364
