datetime,Static_occ,Classic_occ,Static_price,Classic_price,traffic_score,base_entries,actual_entries,lost_entries_step
2022-06-03 14:45:00,77.21345901042578,52.17728545889985,1.5,1.45,7.432930768093049,0.0352736152757821,0.04189019513440968,-0.006616579858627583
2022-06-03 14:50:00,89.17139525411098,61.70025534008002,1.5,1.45,7.441183412609415,1.7344703797948127,2.099077070927683,-0.3646066911328705
2022-06-03 14:55:00,82.0466994340005,58.16334310796603,1.5,1.45,7.2576360880606465,0.0,0.0,0.0
2022-06-03 15:00:00,79.48376372352463,56.096401847045776,1.5,1.45,7.386319444051951,0.0,0.0,0.0
2022-06-03 15:05:00,99.82910118725066,57.60583067467809,1.5,1.45,8.412291402097882,0.0,0.0,0.0
2022-06-03 15:10:00,94.50596827358122,64.8625093328145,1.5,1.45,7.388855422158327,0.0,0.0,0.0
2022-06-03 15:15:00,106.59632223449728,53.8973323306785,1.5,1.45,7.8607661410817,0.0,0.0,0.0
2022-06-03 15:20:00,90.90477015212436,48.84488922805801,1.5,1.45,7.3902629481025475,0.0,0.0,0.0
2022-06-03 15:25:00,73.34817274305303,42.55110588717264,1.5,1.45,7.6556865242560175,0.0,0.0,0.0
2022-06-03 15:30:00,68.97255515060611,57.9459313573015,1.5,1.45,7.523397253200117,0.0,0.0,0.0
2022-06-03 15:35:00,71.4003188625222,69.64720720837033,1.5,1.45,6.681539360094477,0.0,0.0,0.0
2022-06-03 15:40:00,72.11329825642164,59.508878390294335,1.5,1.45,5.887056992747585,0.0,0.0,0.0
2022-06-03 15:45:00,113.70420722700767,71.96310613208261,1.5,1.45,5.816353527180013,0.0,0.0,0.0
2022-06-03 15:50:00,93.65182883045816,62.61911622850884,1.5,1.45,6.824547670383484,0.0,0.0,0.0
2022-06-03 15:55:00,111.29579623912235,67.49167035751881,1.5,1.45,6.588382285266931,0.0,0.0,0.0
2022-06-03 16:00:00,123.52198465078223,79.06293015829377,1.5,1.45,5.403976801620485,2.3936438382538743,2.759342738559425,-0.36569890030555063
2022-06-03 16:05:00,108.74102835688205,76.11045125600924,1.5,1.45,3.822475636198845,0.0,0.0,0.0
2022-06-03 16:10:00,77.1304545451677,113.67287188534264,1.5,1.45,4.101358712319655,0.0,0.0,0.0
2022-06-03 16:15:00,93.6664275003927,89.25469484987109,1.5,1.45,4.664853349622213,5.126426181547129,6.863579049996094,-1.7371528684489652
2022-06-03 16:20:00,78.27973554963064,72.3806601329397,1.5,1.45,4.182466841518573,5.538507208930778,5.7179225079388605,-0.17941529900808284
2022-06-03 16:25:00,72.01640257762605,86.29398644281113,1.5,1.45,6.452753023719311,0.0,0.0,0.0
2022-06-03 16:30:00,83.45235536652946,85.52099408123146,1.5,1.45,4.7591037932100715,3.787261942162093,4.464539495207028,-0.6772775530449344
2022-06-03 16:35:00,109.26169871044009,90.47369212066076,1.5,1.45,4.446497378310329,0.0,0.0,0.0
2022-06-03 16:40:00,110.3014137391766,106.42301694121461,1.5,1.45,5.220792057494358,0.0,0.0,0.0
2022-06-03 16:45:00,83.49992401366691,113.59921274730247,1.5,1.45,5.796998063799163,0.0,0.0,0.0
2022-06-03 16:50:00,73.04589761317257,109.99940864577948,1.5,1.45,6.618460219755363,0.0,0.0,0.0
2022-06-03 16:55:00,89.1525528377615,91.00345432610048,1.5,1.45,6.49584727405094,0.0,0.0,0.0
2022-06-03 17:00:00,73.86590828512868,105.63869506997696,1.5,1.45,7.055444746769226,0.0,0.0,0.0
2022-06-03 17:05:00,97.7268002743799,115.58700510681048,1.5,1.45,5.36675985217179,7.00698995890736,11.024065401169604,-4.017075442262245
2022-06-03 17:10:00,75.63061598980454,57.385488834496456,1.5,1.45,7.818514709681933,11.495154328987432,9.90063796059176,1.5945163683956718
2022-06-03 17:15:00,92.01023706424313,63.313871261276766,1.5,1.45,5.524676147192353,7.974750617788402,7.939155745522916,0.03559487226548619
