datetime,Classic_Stat_occ,Classic_Stat_price,Classic_Chronos_occ,Classic_Chronos_price,MCTS_Stat_occ,MCTS_Stat_price,MCTS_Chronos_occ,MCTS_Chronos_price,Forecast_Chronos,Forecast_Stat
2022-06-01 03:00:00,2.2459166736141425,1.452749681693352,166.75077392028012,1.9033333333333338,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.5455135524055261
2022-06-01 03:05:00,180.0,1.452749681693352,180.0,1.9033333333333338,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.4890252398489774
2022-06-01 03:10:00,3.1788772259093063,1.452749681693352,180.0,1.9033333333333338,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.5130256915195073
2022-06-01 03:15:00,180.0,1.452749681693352,180.0,1.9033333333333338,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.4630780383073883
2022-06-01 03:20:00,180.0,1.45,169.1437620003031,2.003333333333334,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.4762373036620262
2022-06-01 03:25:00,180.0,1.45,160.46329079769012,2.003333333333334,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.4031145966756622
2022-06-01 03:30:00,180.0,1.45,148.80551532521915,2.003333333333334,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.3918151489013948
2022-06-01 03:35:00,180.0,1.45,137.4986759154924,2.003333333333334,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.4319049315912067
2022-06-01 03:40:00,180.0,1.45,127.66399659409035,2.0875921021909236,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.3713333337250373
2022-06-01 03:45:00,180.0,1.45,126.3397507488365,2.0875921021909236,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.2987063190757873
2022-06-01 03:50:00,180.0,1.45,129.79220486128753,2.0875921021909236,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.3253582222990885
2022-06-01 03:55:00,180.0,1.45,137.3157887358232,2.0875921021909236,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.233818463786481
2022-06-01 04:00:00,180.0,1.45,130.66305627339085,2.156041903913633,180.0,1.75,180.0,1.7000000000000002,162.26344299316406,1.2210416376549764
2022-06-01 04:05:00,180.0,1.45,133.70918355419354,2.156041903913633,3.237538895051132,1.75,180.0,1.7000000000000002,162.26344299316406,1.2079690145788116
2022-06-01 04:10:00,180.0,1.45,120.84218658949568,2.156041903913633,3.1704380442995674,1.75,176.48307644225827,1.7000000000000002,162.26344299316406,1.242659483308998
2022-06-01 04:15:00,180.0,1.45,117.9924807057161,2.156041903913633,3.030710500326136,1.75,180.0,1.7000000000000002,162.26344299316406,1.2863870944451294
2022-06-01 04:20:00,180.0,1.4844781516568264,129.38351281775465,2.2015259577495705,3.198471324227434,1.75,176.3526346976022,1.7000000000000002,162.26344299316406,1.2995943271875734
2022-06-01 04:25:00,180.0,1.4844781516568264,120.43937027921434,2.2015259577495705,2.5055540757307133,1.75,179.36008337472214,1.7000000000000002,162.26344299316406,1.2922787388669468
2022-06-01 04:30:00,180.0,1.4844781516568264,117.43016769256887,2.2015259577495705,2.4759081749566314,1.75,175.66919014348727,1.7000000000000002,162.26344299316406,1.3026942012834333
2022-06-01 04:35:00,180.0,1.4844781516568264,137.57729916885398,2.2015259577495705,1.7762632307130795,1.75,180.0,1.7000000000000002,162.26344299316406,1.240955913850096
2022-06-01 04:40:00,180.0,1.5189563033136528,115.33607236493522,2.2312979001665654,2.3058480194771236,1.75,180.0,1.7000000000000002,162.26344299316406,1.2443523755476096
2022-06-01 04:45:00,180.0,1.5189563033136528,115.84060203027548,2.2312979001665654,3.0009180537128057,1.75,180.0,1.7000000000000002,162.26344299316406,1.2734868590323365
2022-06-01 04:50:00,180.0,1.5189563033136528,126.31452492270616,2.2312979001665654,3.05947386314438,1.75,180.0,1.7000000000000002,162.26344299316406,1.2952931450525733
2022-06-01 04:55:00,180.0,1.5189563033136528,120.13783851820199,2.2312979001665654,3.0243557569456954,1.75,180.0,1.7000000000000002,162.26344299316406,1.264603170298978
2022-06-01 05:00:00,180.0,1.618956303313653,111.77695814103463,2.2388986716643755,1.9475214950887045,1.75,180.0,1.7000000000000002,162.26344299316406,1.3207611253889535
2022-06-01 05:05:00,180.0,1.618956303313653,117.44931562263066,2.2388986716643755,1.9807739433470735,1.75,180.0,1.7000000000000002,162.0234031677246,1.2656859661954645
2022-06-01 05:10:00,180.0,1.618956303313653,138.42199929588116,2.2388986716643755,2.9833850791309975,1.75,180.0,1.7000000000000002,161.78336334228516,1.305787578431861
2022-06-01 05:15:00,180.0,1.618956303313653,156.85372254516417,2.2388986716643755,3.1872772146613304,1.75,180.0,1.7000000000000002,161.5433235168457,1.299907071885428
2022-06-01 05:20:00,180.0,1.718956303313653,152.2343642868012,2.237926747808543,3.6870786837544522,1.75,174.32611973068265,1.7000000000000002,161.30328369140625,1.372942039668399
2022-06-01 05:25:00,180.0,1.718956303313653,135.4256197280334,2.237926747808543,3.756214376837565,1.75,180.0,1.7000000000000002,161.0632438659668,1.3865303137317944
2022-06-01 05:30:00,180.0,1.718956303313653,118.45216307147622,2.237926747808543,3.72249953238626,1.75,177.32312404979254,1.7000000000000002,160.82320404052734,1.3526332669167476
2022-06-01 05:35:00,180.0,1.718956303313653,112.77893589298439,2.237926747808543,3.4097694547823236,1.75,171.97221438645937,1.7000000000000002,160.5831642150879,1.39748973709508
2022-06-01 05:40:00,2.485187345950455,1.818956303313653,133.51850462327698,2.2277993646851146,3.4038959942779945,1.75,177.45937848723702,1.7000000000000002,160.34312438964844,1.5382800001099484
2022-06-01 05:45:00,1.8144769049728462,1.818956303313653,118.4682519700593,2.2277993646851146,3.771331056452963,1.75,180.0,1.7000000000000002,160.10308456420898,1.6123963216034163
