datetime,static_occ,dynamic_occ,static_price,dynamic_price,traffic_score,base_entries,actual_entries,lost_entries_step
2022-06-23 12:45:00,14.031033193221068,0.0,1.5,1.3,5.87105088459749,7.78864471611891,7.308201269567777,0.48044344655113225
2022-06-23 12:50:00,0.0,0.0,1.5,1.3,5.296959412507005,0.0,0.0,0.0
2022-06-23 12:55:00,0.0,0.0,1.5,1.3,6.97361095879621,11.07357023173326,9.867649362437067,1.2059208692961931
2022-06-23 13:00:00,0.0,0.0,1.5,1.3,4.384505160398636,11.648311623252527,11.930267020433643,-0.2819553971811164
2022-06-23 13:05:00,0.0,0.0,1.5,1.3,6.806149338646346,0.0,0.0,0.0
2022-06-23 13:10:00,0.0,0.0,1.5,1.3,7.315928353533282,11.614166622923719,10.201653728443402,1.412512894480317
2022-06-23 13:15:00,0.0,7.4443231388090885,1.5,1.3,8.006476816451706,15.016760486646785,12.915951868388408,2.1008086182583767
2022-06-23 13:20:00,0.0,0.0,1.5,1.3,6.5983006556591075,2.416523099402758,2.18939781231248,0.2271252870902778
2022-06-23 13:25:00,0.0,0.0,1.5,1.3,7.140947413572702,0.0,0.0,0.0
2022-06-23 13:30:00,0.0,0.0,1.5,1.3,5.89278475265707,0.0,0.0,0.0
2022-06-23 13:35:00,0.0,0.0,1.5,1.3,8.411647800737066,15.116729708207068,13.001935636667927,2.1147940715391407
2022-06-23 13:40:00,0.0,0.0,1.5,1.3,5.733489721022379,5.456296939281974,5.156269933189392,0.3000270060925816
2022-06-23 13:45:00,0.0,0.0,1.5,1.3,3.7785471417177314,0.0,0.0,0.0
2022-06-23 13:50:00,0.0,4.1550762759227275,1.5,1.3,6.418387538278133,17.356899750722143,15.856514658587004,1.5003850921351383
2022-06-23 13:55:00,0.0,0.0,1.5,1.3,5.628208618394584,0.0,0.0,0.0
2022-06-23 14:00:00,0.0,15.393248120296265,1.5,1.3,6.794973377687949,18.995135014892067,17.058836864743654,1.9362981501484136
2022-06-23 14:05:00,0.0,0.0,1.5,1.3,3.3099972704974268,0.0,0.0,0.0
2022-06-23 14:10:00,0.0,0.0,1.5,1.3,6.123550615067134,0.0,0.0,0.0
2022-06-23 14:15:00,0.0,0.0,1.5,1.3,7.273194131939681,0.0,0.0,0.0
2022-06-23 14:20:00,0.0,0.0,1.5,1.3,7.122805300998991,3.2928620276062244,2.915691501958667,0.3771705256475575
2022-06-23 14:25:00,0.0,0.0,1.5,1.3,7.441887812727141,7.119063518025523,6.2213021078903745,0.8977614101351481
2022-06-23 14:30:00,0.0,0.0,1.5,1.3,7.395204981965316,0.0,0.0,0.0
2022-06-23 14:35:00,0.0,0.0,1.5,1.3,6.1217665657521225,21.600420301072727,20.01531969487455,1.5851006061981785
2022-06-23 14:40:00,0.0,0.0,1.5,1.3,7.616038873225866,0.0,0.0,0.0
2022-06-23 14:45:00,0.0,0.0,1.5,1.3,4.0363730267795495,4.926464014067317,5.172509360393422,-0.2460453463261043
2022-06-23 14:50:00,11.217114160405984,0.0,1.5,1.3,8.169726437721264,0.0,0.0,0.0
2022-06-23 14:55:00,0.0,4.985343830760651,1.5,1.3,8.048800838959501,6.163722460229203,5.3014325358133085,0.8622899244158946
2022-06-23 15:00:00,16.469094791796184,4.746731889420661,1.5,1.3,5.464693050135858,0.0,0.0,0.0
2022-06-23 15:05:00,0.0,22.282163150795043,1.5,1.3,5.188780644111539,29.070421018822636,28.307080976738643,0.7633400420839926
